Description,United States Total,,,,,Alabama,,,,,Alaska,,,,,Arizona,,,,,Arkansas,,,,,California,,,,,Colorado,,,,,Connecticut,,,,,Delaware,,,,,District of Columbia,,,,,Florida,,,,,Georgia,,,,,Hawaii,,,,,Idaho,,,,,Illinois,,,,,Indiana,,,,,Iowa,,,,,Kansas,,,,,Kentucky,,,,,Louisiana,,,,,Maine,,,,,Maryland,,,,,Massachusetts,,,,,Michigan,,,,,Minnesota,,,,,Mississippi,,,,,Missouri,,,,,Montana,,,,,Nebraska,,,,,Nevada,,,,,New Hampshire,,,,,New Jersey,,,,,New Mexico,,,,,New York,,,,,North Carolina,,,,,North Dakota,,,,,Ohio,,,,,Oklahoma,,,,,Oregon,,,,,Pennsylvania,,,,,Rhode Island,,,,,South Carolina,,,,,South Dakota,,,,,Tennessee,,,,,Texas,,,,,Utah,,,,,Vermont,,,,,Virginia,,,,,Washington,,,,,West Virginia,,,,,Wisconsin,,,,,Wyoming,,,,
,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local,State & local,State & local, State, Local, Local
,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government,government
,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV,amount1,CV,amount,amount1,CV
,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5,1,2,3,4,5
Description,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,C34,C35,C36,C37,C38,C39,C40,C41,C42,C43,C44,C45,C46,C47,C48,C49,C50,C51,C52,C53,C54,C55,C56,C57,C58,C59,C60,C61,C62,C63,C64,C65,C66,C67,C68,C69,C70,C71,C72,C73,C74,C75,C76,C77,C78,C79,C80,C81,C82,C83,C84,C85,C86,C87,C88,C89,C90,C91,C92,C93,C94,C95,C96,C97,C98,C99,C100,C101,C102,C103,C104,C105,C106,C107,C108,C109,C110,C111,C112,C113,C114,C115,C116,C117,C118,C119,C120,C121,C122,C123,C124,C125,C126,C127,C128,C129,C130
            Revenue1,"4,278,593,485",0.05,"2,724,587,760","2,153,395,786",0.11,"55,343,113",0.16,"36,679,510","25,646,896",0.36,"14,035,106",0.26,"9,927,134","5,799,182",0.70,"73,442,489",0.14,"49,444,919","33,833,378",0.30,"34,422,618",0.18,"28,293,320","11,242,614",0.57,"651,904,381",0.18,"396,091,635","378,965,000",0.32,"79,606,745",0.64,"47,005,419","40,776,734",1.26,"51,910,360",0.68,"37,082,247","21,115,978",1.74,"14,835,230",0.14,"12,328,973","4,367,928",0.47,"17,428,689",0.00,0,"17,677,478",0.00,"208,905,616",0.16,"109,500,191","122,509,709",0.29,"103,264,080",0.63,"60,062,014","57,151,341",1.14,"21,256,402",0.00,"16,779,210","5,217,432",0.00,"18,030,300",0.37,"13,241,074","7,845,085",0.90,"163,635,254",0.32,"97,527,391","86,554,032",0.63,"75,170,061",0.15,"51,122,295","35,455,380",0.41,"45,151,128",0.22,"31,883,802","19,243,992",0.57,"34,129,626",0.35,"22,904,119","16,751,130",0.71,"50,023,462",0.17,"38,142,113","16,562,345",0.57,"52,699,758",0.27,"36,485,229","22,114,273",0.66,"17,243,177",0.86,"12,298,834","6,487,708",2.29,"78,310,759",0.04,"50,619,045","36,568,026",0.10,"105,809,443",0.32,"74,160,245","42,557,296",0.87,"113,519,253",0.27,"80,111,018","54,171,589",0.60,"79,427,041",0.15,"55,692,094","37,568,952",0.35,"32,982,833",0.17,"23,615,305","13,994,858",0.50,"62,377,717",0.37,"39,394,842","29,850,014",0.77,"12,081,772",0.20,"8,886,964","4,613,046",0.64,"27,115,791",0.46,"13,916,778","15,791,968",0.81,"34,046,601",0.05,"22,714,078","18,140,771",0.10,"15,192,971",0.52,"10,398,344","6,871,446",1.15,"119,261,406",0.44,"78,899,367","53,594,813",1.00,"28,619,178",0.27,"22,547,271","10,856,306",0.71,"376,214,893",0.08,"208,104,020","224,180,605",0.15,"110,400,823",0.11,"69,722,808","56,720,626",0.49,"13,207,173",0.26,"10,126,122","5,176,099",0.78,"155,504,317",0.20,"109,991,577","63,814,188",0.52,"41,478,732",0.32,"29,042,748","16,864,977",0.79,"60,946,595",0.19,"42,845,157","26,543,910",0.47,"169,743,913",0.29,"115,759,765","78,396,477",0.65,"14,644,994",0.25,"10,855,466","5,263,428",0.69,"55,773,111",0.22,"36,364,134","26,157,345",0.67,"9,837,016",0.41,"6,601,219","4,170,630",1.05,"67,702,300",0.37,"39,353,673","36,416,289",0.73,"333,016,556",0.32,"196,854,435","175,742,855",0.61,"39,948,194",0.22,"26,990,121","16,988,435",0.52,"9,796,093",0.57,"8,384,130","4,201,985",9.01,"100,686,538",0.17,"69,369,355","46,047,981",0.47,"110,940,791",0.54,"66,732,228","62,567,950",0.96,"20,247,090",0.13,"16,085,946","6,198,406",0.53,"84,836,036",0.15,"64,653,502","32,833,699",0.42,"12,485,955",0.23,"8,996,574","5,213,204",0.60
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
General revenue1,"3,624,459,880",0.06,"2,306,872,379","1,916,977,562",0.11,"48,105,187",0.17,"33,149,140","21,939,340",0.37,"12,414,682",0.29,"8,807,327","5,298,564",0.75,"63,083,634",0.15,"44,620,559","28,298,883",0.34,"28,627,260",0.21,"23,601,069","10,139,508",0.61,"521,559,575",0.22,"315,857,426","328,854,403",0.35,"62,007,850",0.82,"33,681,316","36,501,942",1.40,"46,237,570",0.77,"32,781,055","19,744,379",1.85,"13,051,461",0.09,"11,110,002","3,803,130",0.30,"14,770,679",0.00,0,"15,019,468",0.00,"186,647,418",0.14,"100,055,957","109,695,745",0.26,"84,651,066",0.76,"47,953,015","50,647,326",1.28,"19,545,925",0.00,"15,498,108","4,788,057",0.00,"16,043,215",0.42,"11,512,708","7,586,365",0.93,"136,537,514",0.36,"82,822,225","74,161,458",0.69,"69,604,817",0.15,"48,685,285","32,327,145",0.43,"40,466,231",0.25,"28,450,692","17,992,205",0.60,"30,829,236",0.37,"21,544,596","14,810,263",0.79,"44,609,895",0.15,"34,688,206","14,602,685",0.53,"47,563,321",0.29,"32,997,848","20,465,217",0.67,"15,836,191",0.93,"11,041,709","6,337,847",2.32,"71,222,866",0.04,"46,348,276","33,750,902",0.11,"89,608,043",0.33,"64,555,984","35,960,157",0.94,"97,309,034",0.28,"69,206,513","48,865,875",0.61,"67,148,061",0.17,"46,917,950","34,064,116",0.38,"29,974,259",0.17,"21,508,967","13,092,622",0.50,"53,713,814",0.41,"33,907,178","26,673,775",0.84,"10,692,232",0.21,"7,704,984","4,405,486",0.63,"20,951,385",0.60,"12,382,146","11,162,194",1.14,"26,728,640",0.06,"16,801,419","16,735,469",0.10,"13,409,399",0.58,"8,790,162","6,696,056",1.18,"109,430,383",0.45,"70,460,446","52,202,711",0.99,"26,534,718",0.17,"21,251,467","10,067,649",0.46,"336,538,719",0.09,"188,170,305","204,438,146",0.15,"95,906,470",0.13,"60,496,994","51,452,088",0.54,"11,910,676",0.28,"9,227,536","4,778,188",0.83,"119,320,423",0.26,"77,467,752","60,154,120",0.54,"36,320,417",0.27,"25,549,490","15,199,919",0.66,"51,360,950",0.22,"35,569,555","24,233,867",0.51,"143,191,400",0.28,"96,756,922","70,846,807",0.59,"13,216,396",0.27,"9,808,113","4,882,184",0.72,"49,903,172",0.23,"32,407,457","24,244,082",0.70,"8,859,420",0.45,"6,060,266","3,733,987",1.17,"53,794,610",0.26,"35,315,871","26,546,401",0.64,"275,510,381",0.21,"160,725,548","154,365,567",0.39,"31,970,213",0.27,"21,270,131","14,730,443",0.60,"9,013,907",0.57,"7,858,281","3,945,647",9.58,"91,343,881",0.13,"63,156,784","42,917,895",0.40,"90,355,032",0.64,"54,977,592","53,736,828",1.09,"18,594,613",0.12,"14,887,695","5,744,180",0.50,"58,432,911",0.22,"41,731,964","29,352,111",0.46,"10,000,727",0.28,"6,740,388","4,984,161",0.62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intergovernmental revenue1,"911,218,429",0.03,"845,556,199","665,052,291",0.11,"14,727,571",0.20,"13,657,057","8,053,807",0.43,"4,757,491",0.69,"4,476,466","1,972,235",1.87,"22,080,563",0.04,"21,167,549","10,748,822",0.12,"9,695,664",0.39,"9,364,650","5,444,331",0.78,"116,049,413",0.16,"101,431,529","137,770,138",0.21,"12,680,672",0.28,"11,565,606","9,290,473",0.69,"10,381,006",0.05,"10,344,239","6,324,631",1.47,"4,337,511",0.00,"4,309,043","1,890,139",0.07,"4,819,115",0.00,0,"5,067,904",0.00,"41,781,802",0.17,"36,791,015","28,095,071",0.44,"19,386,408",0.21,"17,799,647","15,536,036",0.39,"4,079,834",0.00,"4,205,193","614,881",0.00,"4,857,183",0.29,"4,729,640","3,183,401",0.87,"29,583,637",0.12,"26,816,787","23,213,019",0.57,"19,838,341",0.22,"19,471,529","11,774,426",0.85,"8,977,253",0.22,"8,563,372","6,390,547",0.71,"6,232,171",0.70,"6,025,448","5,732,345",0.82,"16,108,078",0.06,"15,452,881","5,336,193",0.73,"17,591,564",0.10,"17,246,644","6,244,664",0.38,"4,874,691",0.46,"4,777,882","1,640,174",1.53,"17,286,241",0.07,"15,700,504","10,462,049",0.25,"22,629,111",0.24,"21,483,876","12,053,334",1.38,"28,453,583",0.16,"26,752,326","22,464,610",0.52,"15,629,639",0.13,"14,775,582","14,688,062",0.43,"10,688,245",0.07,"10,176,952","5,138,623",0.81,"15,907,838",0.32,"15,416,108","7,358,869",0.81,"3,881,527",0.13,"3,589,366","1,710,399",1.01,"5,101,057",0.49,"4,710,119","2,983,893",1.12,"6,270,612",0.06,"5,757,789","7,321,071",0.08,"3,823,890",0.22,"4,168,181","1,732,528",0.81,"20,025,574",0.16,"20,120,548","13,137,800",1.09,"9,176,215",0.13,"8,882,573","5,078,041",0.34,"79,244,695",0.03,"70,868,703","64,445,724",0.14,"24,254,086",0.05,"22,059,811","18,236,887",1.38,"3,391,295",0.45,"3,205,434","2,280,909",1.12,"32,584,354",0.16,"30,768,979","20,116,824",0.61,"10,035,627",0.40,"9,515,148","4,949,471",0.91,"14,132,727",0.29,"13,115,972","9,459,227",0.64,"40,978,463",0.08,"37,778,820","27,611,972",0.37,"4,357,382",0.71,"4,288,536","1,542,746",2.01,"12,668,189",0.10,"12,511,074","6,905,482",1.80,"3,243,075",0.88,"3,086,682","1,091,226",3.09,"15,111,079",0.08,"14,225,935","8,952,805",1.06,"68,236,240",0.07,"66,662,596","41,154,377",0.23,"6,422,789",0.24,"5,801,212","4,651,938",0.41,"3,509,669",0.23,"3,422,421","2,877,270",13.02,"19,058,639",0.21,"18,494,271","15,295,167",0.85,"17,751,939",0.45,"16,189,594","19,921,732",0.57,"6,897,282",0.27,"6,722,586","2,211,958",1.19,"13,647,680",0.06,"13,304,508","12,994,336",0.36,"3,979,720",0.17,"3,803,816","1,899,726",0.74
     From Federal Government,"911,218,429",0.03,"828,021,077","83,197,352",0.35,"14,727,571",0.20,"13,496,920","1,230,651",2.36,"4,757,491",0.69,"4,468,837","288,654",11.44,"22,080,563",0.04,"20,916,189","1,164,374",0.82,"9,695,664",0.39,"9,354,429","341,235",11.17,"116,049,413",0.16,"98,647,213","17,402,200",1.08,"12,680,672",0.28,"11,480,374","1,200,298",2.95,"10,381,006",0.05,"9,802,491","578,515",0.86,"4,337,511",0.00,"4,240,719","96,792",0.09,"4,819,115",0.00,0,"4,819,115",0.00,"41,781,802",0.17,"36,473,352","5,308,450",1.32,"19,386,408",0.21,"17,770,319","1,616,089",2.49,"4,079,834",0.00,"3,787,977","291,857",0.00,"4,857,183",0.29,"4,692,871","164,312",8.67,"29,583,637",0.12,"26,416,887","3,166,750",1.14,"19,838,341",0.22,"19,378,990","459,351",9.69,"8,977,253",0.22,"8,534,460","442,793",4.48,"6,232,171",0.70,"5,978,482","253,689",17.31,"16,108,078",0.06,"15,407,342","700,736",1.35,"17,591,564",0.10,"16,725,605","865,959",1.98,"4,874,691",0.46,"4,731,943","142,748",15.75,"17,286,241",0.07,"15,512,052","1,774,189",0.68,"22,629,111",0.24,"20,907,656","1,721,455",3.18,"28,453,583",0.16,"26,561,120","1,892,463",2.48,"15,629,639",0.13,"14,550,461","1,079,178",1.89,"10,688,245",0.07,"10,137,884","550,361",1.36,"15,907,838",0.32,"15,115,975","791,863",6.44,"3,881,527",0.13,"3,586,576","294,951",1.75,"5,101,057",0.49,"4,675,621","425,436",5.86,"6,270,612",0.06,"5,549,065","721,547",0.48,"3,823,890",0.22,"3,724,851","99,039",8.47,"20,025,574",0.16,"19,194,133","831,441",3.76,"9,176,215",0.13,"8,631,211","545,004",2.25,"79,244,695",0.03,"69,675,517","9,569,178",0.23,"24,254,086",0.05,"21,877,740","2,376,346",0.49,"3,391,295",0.45,"3,144,887","246,408",6.24,"32,584,354",0.16,"30,151,564","2,432,790",2.14,"10,035,627",0.40,"9,376,762","658,865",6.06,"14,132,727",0.29,"13,081,097","1,051,630",3.85,"40,978,463",0.08,"37,702,692","3,275,771",1.06,"4,357,382",0.71,"4,195,406","161,976",19.16,"12,668,189",0.10,"12,185,492","482,697",2.74,"3,243,075",0.88,"3,043,946","199,129",14.26,"15,111,079",0.08,"14,125,712","985,367",1.21,"68,236,240",0.07,"62,988,462","5,247,778",0.87,"6,422,789",0.24,"5,797,169","625,620",2.50,"3,509,669",0.23,"3,420,418","89,251",8.96,"19,058,639",0.21,"17,559,147","1,499,492",2.73,"17,751,939",0.45,"15,779,973","1,971,966",4.01,"6,897,282",0.27,"6,613,170","284,112",6.50,"13,647,680",0.06,"13,056,396","591,284",1.32,"3,979,720",0.17,"3,793,522","186,198",3.54
