State,State Expenditure (in thousands),Utilities,Health and Social Services Expenditure,Education Related Expenditure,Public Administration Expenditure,Transportation Expenditure,State Total as % of US Total,Utilities (State as % of US),Utilities (% of Total Expenditure),Health and Social Services Expenditure (State as % of US),Health and Social Services Expenditure (% of Total Expenditure),Education Related Expenditure (State as % of US),Education Related Expenditure (% of Total Expenditure),Public Administration Expenditure (State as % of US),Public Administration Expenditure (% of Total Expenditure),Transportation Expenditure (State as % of US),Transportation Expenditure (% of Total Expenditure)
Mississippi,32580411,941958,11340415,8757251,8757251,1915600,0.7701545122193032,0.36921202306096074,2.8911789970973665,0.9934967756834733,34.807464522163336,0.764934950859863,26.87888437012044,0.764934950859863,26.87888437012044,0.7764053195680404,5.879606613925159
Montana,12097782,272010,3085453,3267637,3267637,1129932,0.2859743357794187,0.10661766489887228,2.2484286789099026,0.2703064752941493,25.50428665353699,0.2854240158267554,27.0102155915853,0.2854240158267554,27.0102155915853,0.4579688951504255,9.339993066497644
North Carolina,107765251,5057557,34729985,30067889,30067889,7225248,2.5474170451101976,1.9823716680745038,4.693124131451241,3.042580727163459,32.22744314862682,2.6263925967949087,27.901284246069263,2.6263925967949087,27.901284246069263,2.9284406882430285,6.704617613705553
North Dakota,10922021,433365,1966645,3201328,3201328,1476742,0.25818102035925783,0.1698627416231013,3.967809620582125,0.17229135498251383,18.006237124063396,0.2796320073920804,29.310765837201743,0.2796320073920804,29.310765837201743,0.5985332764823278,13.520776054175322
Nebraska,25196463,4461451,4125346,7770904,7770904,2092651,0.5956084983524832,1.748720589981025,17.706655890550987,0.36140810980715554,16.372718662932968,0.6787787708011009,30.841249424572016,0.6787787708011009,30.841249424572016,0.8481652580911356,8.305336348200935
New Hampshire,14181375,187655,2867059,4413103,4413103,862739,0.33522750666724316,0.07355368518288988,1.323249684885986,0.25117368916342864,20.217073450211988,0.38547904204692923,31.119006443310326,0.38547904204692923,31.119006443310326,0.34967380924974506,6.083606138332849
New Jersey,117269385,4436294,25178632,39524905,39524905,4558174,2.7720812362659477,1.7388599944299021,3.7829941719230473,2.2058178389521657,21.470763234581643,3.45245114750231,33.70436793882734,3.45245114750231,33.70436793882734,1.8474579980772257,3.88692581614545
New Mexico,27702843,934160,9649016,6727587,6727587,1219612,0.6548557517507357,0.36615550105485284,3.3720726786055857,0.845318825150424,34.830417946634576,0.5876463323079871,24.284825207290098,0.5876463323079871,24.284825207290098,0.4943167908796288,4.402479557784015
Nevada,33359896,1624768,6508132,7948454,7948454,2851794,0.788580427409792,0.6368478003103228,4.870422857433368,0.5701562207134778,19.508849787781113,0.6942875418212725,23.826375238100262,0.6942875418212725,23.826375238100262,1.1558509249907185,8.548569815685276
New York,387676964,35646105,109598325,94563394,94563394,13831474,9.16413126611817,13.97192925936552,9.194795747523447,9.601551839840907,28.270528088431895,8.259994505414067,24.39231700132691,8.259994505414067,24.39231700132691,5.605987675436961,3.5677833052778447
Ohio,145981196,4214946,41842014,40283785,40283785,6878774,3.450787554477766,1.652099923513261,2.8873211862163397,3.6656423946656935,28.66260528513549,3.518738368858479,27.5951876706093,3.518738368858479,27.5951876706093,2.788012489928131,4.712095933232387
Oklahoma,38216871,2313666,9989300,11656393,11656393,3158851,0.9033923986886794,0.9068698440348305,6.054043513923471,0.8751299966830949,26.138455971447794,1.0181713881054968,30.500647214158377,1.0181713881054968,30.500647214158377,1.2803031531232114,8.26559296285664
Oregon,65714162,2890841,18294368,17381299,17381299,3249372,1.5533891939242348,1.1331006838495674,4.399114151375772,1.6027099203306856,27.839308062697356,1.5182347858301177,26.4498526208095,1.5182347858301177,26.4498526208095,1.3169919117015256,4.944705830685325
Pennsylvania,174154422,5236033,53243341,47014280,47014280,12032591,4.116762490388617,2.052327531316631,3.006546109980486,4.6644754720277595,30.57248870775156,4.106638711338962,26.99574289305155,4.106638711338962,26.99574289305155,4.876888526094449,6.909150432022909
Rhode Island,14506733,339281,3717457,3711421,3711421,779961,0.34291850638442434,0.132985360702012,2.3387829637451794,0.32567428469257587,25.6257353051166,0.32418799464069986,25.58412703949263,0.32418799464069986,25.58412703949263,0.31612333966152034,5.376544808538215
South Carolina,56241395,3409780,18049669,17003111,17003111,3151852,1.3294664739729085,1.3365052072308985,6.062758578445645,1.5812726389337555,32.09320999239084,1.4852005357902605,30.232377770857212,1.4852005357902605,30.232377770857212,1.2774664122422048,5.604149754820271
South Dakota,8751771,370047,1596868,2638274,2638274,1257368,0.20687940141577843,0.14504447278715116,4.228252773067303,0.13989639790008715,18.246226963662554,0.23044994285819306,30.145601387422044,0.23044994285819306,30.145601387422044,0.5096195468023741,14.36701211674757
Tennessee,67876915,9181375,18880810,15942286,15942286,3983884,1.604513594465586,3.5987528512219527,13.526506029332651,1.6540861914923113,27.816246510319452,1.392538795337016,23.487051525544437,1.392538795337016,23.487051525544437,1.6146944717801228,5.869276763683205
Texas,312358617,21561739,74673867,100257489,100257489,22577526,7.383712817899417,8.451388784746685,6.902879519408296,6.5419339673474495,23.906453331492372,8.757366600723017,32.09691794736049,8.757366600723017,32.09691794736049,9.150820259493496,7.228078487746665
Utah,37873924,2503246,9014170,11882220,11882220,3535493,0.8952856200632633,0.9811780566429266,6.609418131588372,0.7897020374001036,23.800464932020247,1.0378970948538622,31.37308930545459,1.0378970948538622,31.37308930545459,1.4329586408934902,9.334900180926592
Virginia,97890236,3541786,26072865,29738828,29738828,7111064,2.3139857553550347,1.3882465824474,3.618119788780568,2.28415867588007,26.634796344754957,2.5976495289229367,30.37976943890502,2.5976495289229367,30.37976943890502,2.8821611596308143,7.264324094591007
Vermont,9567730,284082,2415284,3643191,3643191,735595,0.22616751001686242,0.11134943377008726,2.969168235307644,0.2115951547064091,25.24406520668957,0.318228189252323,38.07790353615748,0.318228189252323,38.07790353615748,0.2981415071244794,7.688291789170472
Washington,112283036,11626746,26804169,30689552,30689552,6873508,2.654211047892627,4.557246089821343,10.354855385278325,2.348225834449172,23.871966732356615,2.6806940843686227,27.332314028274045,2.6806940843686227,27.332314028274045,2.7858781453818553,6.121590798453294
Wisconsin,67584371,2502315,18322651,20490133,20490133,5209476,1.5975982709718863,0.9808131397427358,3.702505420964856,1.605187701726398,27.11078127811532,1.7897875577012758,30.317857067871508,1.7897875577012758,30.317857067871508,2.111434996117163,7.708107544568256
West Virginia,20317106,397420,5884776,5611229,5611229,1921190,0.48026744847196307,0.15577365679243343,1.9560856748003383,0.5155460343928762,28.96463699111478,0.4901338535778451,27.61824937075192,0.4901338535778451,27.61824937075192,0.7786709834521421,9.456021935407533
Wyoming,10387312,229617,2616989,2989428,2989428,903694,0.24554126117775849,0.09000120716548787,2.2105526434557854,0.22926587197197962,25.1940925621566,0.2611228067208646,28.7796111255732,0.2611228067208646,28.7796111255732,0.3662731409802259,8.699979359433895
United States,4230373319,255126578,1141464701,1144836040,1144836040,246726800,100.0,100.0,6.030828930726811,100.0,26.98259975953673,100.0,27.062293411746058,100.0,27.062293411746058,100.0,5.832270142492358
