Description,United States Total,,,Alabama,,,Alaska,,,Arizona,,,Arkansas,,,California,,,Colorado,,,Connecticut,,,Delaware,,,District of Columbia,,,Florida,,,Georgia,,,Hawaii,,,Idaho,,,Illinois,,,Indiana,,,Iowa,,,Kansas,,,Kentucky,,,Louisiana,,,Maine,,,Maryland,,,Massachusetts,,,Michigan,,,Minnesota,,,Mississippi,,,Missouri,,,Montana,,,Nebraska,,,Nevada,,,New Hampshire,,,New Jersey,,,New Mexico,,,New York,,,North Carolina,,,North Dakota,,,Ohio,,,Oklahoma,,,Oregon,,,Pennsylvania,,,Rhode Island,,,South Carolina,,,South Dakota,,,Tennessee,,,Texas,,,Utah,,,Vermont,,,Virginia,,,Washington,,,West Virginia,,,Wisconsin,,,Wyoming,,
               Sewerage,"58,911,723","1,013,644","57,898,079","575,339",0,"575,339","108,622",0,"108,622","921,480",0,"921,480","333,601",0,"333,601","8,420,116",0,"8,420,116","1,040,989",0,"1,040,989","475,677",0,"475,677","156,578",0,"156,578","366,485",0,"366,485","3,590,840",0,"3,590,840","1,932,360",0,"1,932,360","527,897",0,"527,897","259,564",0,"259,564","1,444,412",0,"1,444,412","1,826,467",0,"1,826,467","589,349",0,"589,349","476,725",0,"476,725","670,692",0,"670,692","481,425",0,"481,425","193,750",0,"193,750","1,342,471","170,631","1,171,840","1,746,633","467,980","1,278,653","2,273,144",0,"2,273,144","1,068,194","254,223","813,971","296,532",0,"296,532","1,099,889",0,"1,099,889","129,085",0,"129,085","305,589",0,"305,589","502,067",0,"502,067","155,372","2,140","153,232","1,730,507","6,166","1,724,341","205,001",0,"205,001","2,968,128",0,"2,968,128","1,502,526",0,"1,502,526","71,593",0,"71,593","2,452,608",0,"2,452,608","446,358",0,"446,358","1,193,757",0,"1,193,757","2,826,439",47,"2,826,392","234,351","99,656","134,695","745,367",0,"745,367","107,388",0,"107,388","946,379",0,"946,379","3,911,574",170,"3,911,404","467,837",0,"467,837","79,661",0,"79,661","1,719,293",0,"1,719,293","2,606,532",0,"2,606,532","313,031","12,565","300,466","993,548",66,"993,482","78,501",0,"78,501"
               Solid waste management,"18,179,847","227,217","17,952,630","238,435",0,"238,435","87,923",0,"87,923","478,735","3,535","475,200","182,383",66,"182,317","3,196,954",0,"3,196,954","127,880","5,901","121,979","157,581","63,426","94,155","82,873","69,257","13,616","4,872",0,"4,872","2,341,396",27,"2,341,369","631,122",0,"631,122","181,199",0,"181,199","172,699",0,"172,699","336,940",0,"336,940","157,641",0,"157,641","282,182","4,487","277,695","165,686",0,"165,686","137,172",941,"136,231","223,154",0,"223,154","51,569",0,"51,569","440,206",203,"440,003","139,009",0,"139,009","246,660",0,"246,660","322,491",0,"322,491","163,647",0,"163,647","126,776",1,"126,775","73,829",0,"73,829","56,450",188,"56,262","23,486",0,"23,486","40,412",0,"40,412","414,148","2,284","411,864","224,830","1,005","223,825","582,138",143,"581,995","550,310",342,"549,968","76,723",0,"76,723","357,683",0,"357,683","297,100","1,720","295,380","159,836",89,"159,747","624,395",36,"624,359","27,151","11,737","15,414","225,178",0,"225,178","58,358",0,"58,358","250,081","1,431","248,650","1,501,536","53,968","1,447,568","207,315","4,256","203,059","28,108",0,"28,108","489,483",10,"489,473","827,313",0,"827,313","62,599","1,268","61,331","259,931",896,"259,035","84,269",0,"84,269"
               Other charges,"75,214,316","21,649,257","53,565,059","576,062","119,200","456,862","362,844","260,832","102,012","924,321","340,911","583,410","467,000","262,053","204,947","19,936,449","4,227,231","15,709,218","1,363,583","171,851","1,191,732","536,282","293,573","242,709","137,542","73,498","64,044","188,136",0,"188,136","6,231,386","2,512,287","3,719,099","1,687,243","291,829","1,395,414","173,335","142,389","30,946","517,986","307,987","209,999","1,774,296","31,366","1,742,930","401,580","27,686","373,894","394,424","108,030","286,394","575,236","273,924","301,312","575,855","137,114","438,741","678,243","135,020","543,223","442,794","317,395","125,399","1,186,405","304,990","881,415","1,135,290","621,771","513,519","2,868,744","129,752","2,738,992","1,247,995","279,455","968,540","317,274","102,627","214,647","842,892","176,399","666,493","223,801","36,522","187,279","649,540","122,232","527,308","741,177","263,647","477,530","307,312","123,806","183,506","1,332,704","946,715","385,989","250,460","108,600","141,860","3,892,130","993,144","2,898,986","1,193,064","544,706","648,358","358,428","246,894","111,534","2,049,151","140,181","1,908,970","580,629","243,182","337,447","2,278,717","1,696,499","582,218","2,615,714","448,486","2,167,228","397,709","213,758","183,951","927,281","528,357","398,924","179,700","57,189","122,511","1,142,857","383,947","758,910","3,848,425","736,694","3,111,731","927,206","301,013","626,193","127,599","75,241","52,358","1,167,887","381,728","786,159","1,807,490","301,981","1,505,509","713,677","471,952","241,725","1,783,215","551,242","1,231,973","175,246","82,371","92,875"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
          Miscellaneous general revenue,"226,173,079","141,818,976","84,354,103","2,207,263","1,346,132","861,131","3,442,241","3,120,238","322,003","3,367,581","2,021,797","1,345,784","1,646,659","1,122,252","524,407","24,336,995","9,329,867","15,007,128","4,068,400","1,867,902","2,200,498","2,052,573","1,676,057","376,516","1,338,716","1,128,977","209,739","763,880",0,"763,880","16,373,310","8,493,813","7,879,497","4,448,842","2,557,524","1,891,318","2,044,991","1,805,612","239,379","789,157","530,337","258,820","8,117,555","5,060,457","3,057,098","3,580,857","2,304,159","1,276,698","5,020,522","4,289,145","731,377","2,288,687","1,224,253","1,064,434","1,683,042","1,161,414","521,628","3,047,003","1,986,636","1,060,367","593,851","466,762","127,089","3,595,729","2,685,050","910,679","6,112,309","5,047,423","1,064,886","6,503,107","4,413,599","2,089,508","3,960,253","2,021,643","1,938,610","1,229,513","795,971","433,542","3,955,845","2,607,872","1,347,973","599,818","357,702","242,116","1,245,019","746,014","499,005","1,474,016","579,337","894,679","994,546","822,331","172,215","7,067,477","5,214,144","1,853,333","2,466,176","2,083,836","382,340","19,508,625","11,787,647","7,720,978","5,078,664","3,364,158","1,714,506","928,276","538,477","389,799","8,753,161","5,544,716","3,208,445","3,116,039","2,399,348","716,691","3,698,137","2,649,428","1,048,709","7,103,802","4,688,880","2,414,922","1,002,810","893,969","108,841","3,153,000","2,046,688","1,106,312","643,712","521,570","122,142","3,991,368","2,069,793","1,921,575","18,613,748","12,354,593","6,259,155","1,927,683","1,182,786","744,897","364,997","280,690","84,307","5,676,119","4,139,227","1,536,892","5,265,496","3,107,100","2,158,396","1,363,748","1,097,638","266,110","4,237,678","3,199,678","1,038,000","1,330,083","1,084,334","245,749"
               Interest earnings,"49,808,557","34,392,389","15,416,168","315,655","200,088","115,567","1,036,920","913,684","123,236","1,055,610","640,806","414,804","274,210","115,659","158,551","4,506,522","2,287,057","2,219,465","982,117","650,984","331,133","697,740","636,583","61,157","110,981","93,222","17,759","69,419",0,"69,419","1,750,800","670,205","1,080,595","496,840","237,177","259,663","167,831","141,119","26,712","162,965","123,611","39,354","2,041,541","1,668,271","373,270","1,043,353","897,535","145,818","2,811,788","2,677,491","134,297","492,623","230,275","262,348","393,934","220,777","173,157","637,160","366,465","270,695","168,478","142,737","25,741","604,104","509,947","94,157","1,209,190","1,111,854","97,336","1,346,839","1,087,635","259,204","803,058","385,008","418,050","162,203","90,535","71,668","967,868","731,453","236,415","190,431","151,004","39,427","265,019","152,911","112,108","263,183","139,183","124,000","380,067","353,901","26,166","1,316,711","1,141,237","175,474","791,505","688,461","103,044","4,860,969","3,525,954","1,335,015","855,711","701,147","154,564","400,988","329,786","71,202","1,704,782","880,857","823,925","442,749","380,630","62,119","658,396","347,037","311,359","1,711,906","875,253","836,653","354,756","338,424","16,332","526,090","317,201","208,889","245,209","230,740","14,469","1,054,397","241,484","812,913","4,646,962","2,849,402","1,797,560","491,634","387,463","104,171","110,516","100,933","9,583","1,111,257","829,119","282,138","1,108,181","840,350","267,831","359,754","319,033","40,721","909,578","745,741","163,837","738,057","694,960","43,097"
               Special assessments,"9,853,212","19,116","9,834,096","22,244",0,"22,244","5,892",0,"5,892","52,296",0,"52,296","28,278",0,"28,278","2,489,708",0,"2,489,708","327,529",0,"327,529","29,975",0,"29,975","26,327",0,"26,327","2,155",0,"2,155","2,827,021",0,"2,827,021","80,533",0,"80,533","40,706","16,253","24,453","29,569",0,"29,569","518,562",0,"518,562","19,479",0,"19,479","26,838",0,"26,838","126,761",0,"126,761","12,888",0,"12,888","11,485",0,"11,485","7,258",0,"7,258","86,892",0,"86,892","9,535",0,"9,535","186,106",0,"186,106","349,266",0,"349,266","7,760",0,"7,760","101,822",0,"101,822","75,460",0,"75,460","31,825",0,"31,825","115,519","2,631","112,888","2,133",232,"1,901","6,289",0,"6,289","14,962",0,"14,962","139,417",0,"139,417","20,530",0,"20,530","133,063",0,"133,063","323,466",0,"323,466","24,335",0,"24,335","93,905",0,"93,905","109,457",0,"109,457","4,881",0,"4,881","56,530",0,"56,530","17,226",0,"17,226","157,405",0,"157,405","442,409",0,"442,409","51,461",0,"51,461","3,517",0,"3,517","56,544",0,"56,544","449,426",0,"449,426","15,746",0,"15,746","70,342",0,"70,342","10,479",0,"10,479"
               Sale of property,"4,274,365","1,229,459","3,044,906","79,469",0,"79,469","404,849","392,175","12,674","257,527","181,998","75,529","16,418","6,403","10,015","585,469","22,844","562,625","84,703","1,883","82,820","16,037","2,228","13,809","10,339","7,549","2,790","1,145",0,"1,145","268,386","84,835","183,551","118,936","3,664","115,272","6,039",123,"5,916","95,066","73,627","21,439","13,269",237,"13,032","67,634","3,386","64,248","49,281","3,051","46,230","48,692","7,835","40,857","64,391",0,"64,391","17,382",483,"16,899","7,421","2,631","4,790","17,493","9,471","8,022","17,328","5,675","11,653","93,746","4,660","89,086","37,120","17,874","19,246","42,422",952,"41,470","63,118","26,705","36,413","12,086","2,208","9,878","20,394","5,721","14,673","106,463","8,361","98,102","7,640","1,348","6,292","118,724",5,"118,719","11,152","2,141","9,011","131,142","15,161","115,981","100,407","42,145","58,262","11,328","4,022","7,306","77,038","12,491","64,547","36,833","17,251","19,582","49,839",0,"49,839","130,424","12,254","118,170","1,375",771,604,"95,418","49,813","45,605","12,511","4,399","8,112","63,535","14,945","48,590","285,417","43,988","241,429","88,883","45,913","42,970","4,548","1,856","2,692","49,585","10,647","38,938","236,980","20,067","216,913","11,427",447,"10,980","72,926","6,216","66,710","54,610","47,000","7,610"
               Other general revenue,"162,236,945","106,178,012","56,058,933","1,789,895","1,146,044","643,851","1,994,580","1,814,379","180,201","2,002,148","1,198,993","803,155","1,327,753","1,000,190","327,563","16,755,296","7,019,966","9,735,330","2,674,051","1,215,035","1,459,016","1,308,821","1,037,246","271,575","1,191,069","1,028,206","162,863","691,161",0,"691,161","11,527,103","7,738,773","3,788,330","3,752,533","2,316,683","1,435,850","1,830,415","1,648,117","182,298","501,557","333,099","168,458","5,544,183","3,391,949","2,152,234","2,450,391","1,403,238","1,047,153","2,132,615","1,608,603","524,012","1,620,611","986,143","634,468","1,211,829","940,637","271,192","2,380,976","1,619,688","761,288","410,694","321,394","89,300","2,887,240","2,165,632","721,608","4,876,256","3,929,894","946,362","4,876,416","3,321,304","1,555,112","2,770,809","1,618,761","1,152,048","1,017,128","704,484","312,644","2,823,037","1,849,714","973,323","321,841","204,490","117,351","927,781","587,382","340,399","988,851","429,162","559,689","604,706","466,850","137,856","5,625,753","4,072,902","1,552,851","1,648,557","1,393,234","255,323","14,377,097","8,246,532","6,130,565","4,102,016","2,620,866","1,481,150","382,897","204,669","178,228","6,647,875","4,651,368","1,996,507","2,612,122","2,001,467","610,655","2,895,997","2,302,391","593,606","5,152,015","3,801,373","1,350,642","641,798","554,774","87,024","2,474,962","1,679,674","795,288","368,766","286,431","82,335","2,716,031","1,813,364","902,667","13,238,960","9,461,203","3,777,757","1,295,705","749,410","546,295","246,416","177,901","68,515","4,458,733","3,299,461","1,159,272","3,470,909","2,246,683","1,224,226","976,821","778,158","198,663","3,184,832","2,447,721","737,111","526,937","342,374","184,563"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utility revenue,"169,024,151","13,608,808","155,415,343","3,148,188",0,"3,148,188","417,680","18,690","398,990","5,005,867","29,450","4,976,417","1,003,456",0,"1,003,456","30,039,345","1,004,089","29,035,256","3,037,609",0,"3,037,609","806,979","40,889","766,090","485,832","22,485","463,347","957,342",0,"957,342","9,556,677","24,652","9,532,025","4,680,097","9,949","4,670,148","431,177",0,"431,177","235,436",0,"235,436","5,300,741",0,"5,300,741","2,779,987",0,"2,779,987","1,194,620",0,"1,194,620","1,631,284",0,"1,631,284","1,821,391",0,"1,821,391","1,195,751","8,821","1,186,930","156,608","9,835","146,773","1,137,202","145,982","991,220","3,881,907","926,211","2,955,696","3,281,226",0,"3,281,226","2,431,463","104,170","2,327,293","818,666",0,"818,666","2,590,097",0,"2,590,097","153,550",0,"153,550","4,333,569",0,"4,333,569","1,295,040","43,332","1,251,708","136,882",0,"136,882","2,273,396","1,122,928","1,150,468","624,728",0,"624,728","15,713,429","7,716,669","7,996,760","4,370,436","1,252","4,369,184","245,929",0,"245,929","3,145,746",0,"3,145,746","2,014,920","620,922","1,393,998","1,675,409",404,"1,675,005","2,975,689",0,"2,975,689","243,605","23,425","220,180","3,904,458","1,729,338","2,175,120","349,623","2,138","347,485","8,972,247",0,"8,972,247","14,521,909",0,"14,521,909","2,039,946",0,"2,039,946","254,797",0,"254,797","2,056,258",0,"2,056,258","7,043,114",14,"7,043,100","281,018","2,732","278,286","2,125,944",0,"2,125,944","245,881",431,"245,450"
     Water supply,"65,787,673","317,990","65,469,683","974,401",0,"974,401","113,190",0,"113,190","1,529,509",0,"1,529,509","511,237",0,"511,237","14,322,318",0,"14,322,318","1,723,087",0,"1,723,087","353,924",0,"353,924","91,294",0,"91,294","168,529",0,"168,529","4,403,255",0,"4,403,255","1,942,340",0,"1,942,340","372,626",0,"372,626","155,030",0,"155,030","2,985,081",0,"2,985,081","952,255",0,"952,255","576,148",0,"576,148","764,638",0,"764,638","799,066",0,"799,066","505,977","6,309","499,668","129,203",0,"129,203","868,961",0,"868,961","1,561,986","249,932","1,312,054","1,732,794",0,"1,732,794","674,976",0,"674,976","293,084",0,"293,084","846,354",0,"846,354","150,217",0,"150,217","284,823",0,"284,823","1,095,532","1,236","1,094,296","119,481",0,"119,481","988,083","42,896","945,187","375,253",0,"375,253","2,785,264",0,"2,785,264","1,496,477",0,"1,496,477","218,766",0,"218,766","1,891,619",0,"1,891,619","860,053","6,818","853,235","814,984",0,"814,984","1,525,882",0,"1,525,882","212,271",0,"212,271","949,095","8,230","940,865","134,824","2,138","132,686","1,221,355",0,"1,221,355","6,727,015",0,"6,727,015","661,296",0,"661,296","85,164",0,"85,164","1,284,960",0,"1,284,960","1,454,041",0,"1,454,041","253,089",0,"253,089","695,909",0,"695,909","150,957",431,"150,526"
     Electric power,"80,419,490","9,260,495","71,158,995","1,788,262",0,"1,788,262","298,003","18,690","279,313","3,329,630","29,450","3,300,180","485,843",0,"485,843","13,105,100","1,004,089","12,101,011","1,004,469",0,"1,004,469","381,748",0,"381,748","371,996",0,"371,996",0,0,0,"4,591,385",0,"4,591,385","1,855,537",0,"1,855,537",0,0,0,"77,014",0,"77,014","1,213,415",0,"1,213,415","1,467,243",0,"1,467,243","532,234",0,"532,234","827,404",0,"827,404","701,378",0,"701,378","574,026","2,512","571,514","13,574",0,"13,574","79,883",0,"79,883","1,369,685","17,276","1,352,409","1,469,168",0,"1,469,168","1,540,449",0,"1,540,449","428,318",0,"428,318","1,549,171",0,"1,549,171","1,246",0,"1,246","3,741,513",0,"3,741,513","114,122","42,096","72,026","12,319",0,"12,319","177,265",0,"177,265","182,021",0,"182,021","6,117,942","5,820,101","297,841","2,659,817",0,"2,659,817","23,714",0,"23,714","1,072,522",0,"1,072,522","1,112,946","605,173","507,773","719,367",0,"719,367","193,054",0,"193,054","7,909",0,"7,909","2,698,918","1,721,108","977,810","203,002",0,"203,002","6,653,547",0,"6,653,547","7,279,183",0,"7,279,183","1,308,579",0,"1,308,579","164,489",0,"164,489","439,043",0,"439,043","5,017,193",0,"5,017,193","14,759",0,"14,759","1,355,901",0,"1,355,901","94,184",0,"94,184"
     Gas supply,"5,972,806","8,931","5,963,875","380,296",0,"380,296",0,0,0,"43,272",0,"43,272","2,879",0,"2,879","301,286",0,"301,286","147,942",0,"147,942","16,636",0,"16,636",0,0,0,0,0,0,"233,014",0,"233,014","704,170",0,"704,170",0,0,0,0,0,0,"83,245",0,"83,245","317,572",0,"317,572","58,556",0,"58,556","33,813",0,"33,813","294,364",0,"294,364","83,230",0,"83,230",0,0,0,"5,108",0,"5,108","49,390",0,"49,390",0,0,0,"87,567",0,"87,567","95,405",0,"95,405","117,023",0,"117,023",0,0,0,"300,055",0,"300,055",0,0,0,0,0,0,0,0,0,"51,879",0,"51,879","8,864",0,"8,864","138,884",0,"138,884",213,0,213,"50,086",0,"50,086","31,764","8,931","22,833",627,0,627,"597,153",0,"597,153",0,0,0,"235,089",0,"235,089","10,733",0,"10,733","1,053,177",0,"1,053,177","238,370",0,"238,370","11,597",0,"11,597",0,0,0,"181,748",0,"181,748","6,378",0,"6,378",225,0,225,"1,196",0,"1,196",0,0,0
     Transit,"16,844,182","4,021,392","12,822,790","5,229",0,"5,229","6,487",0,"6,487","103,456",0,"103,456","3,497",0,"3,497","2,310,641",0,"2,310,641","162,111",0,"162,111","54,671","40,889","13,782","22,542","22,485",57,"788,813",0,"788,813","329,023","24,652","304,371","178,050","9,949","168,101","58,551",0,"58,551","3,392",0,"3,392","1,019,000",0,"1,019,000","42,917",0,"42,917","27,682",0,"27,682","5,429",0,"5,429","26,583",0,"26,583","32,518",0,"32,518","13,831","9,835","3,996","183,250","145,982","37,268","900,846","659,003","241,843","79,264",0,"79,264","128,471","104,170","24,301","1,859",0,"1,859","77,549",0,"77,549","2,087",0,"2,087","7,178",0,"7,178","85,386",0,"85,386","5,082",0,"5,082","1,108,048","1,080,032","28,016","15,575",0,"15,575","6,801,359","1,896,568","4,904,791","75,258","1,252","74,006","3,236",0,"3,236","131,519",0,"131,519","10,157",0,"10,157","140,431",404,"140,027","659,600",0,"659,600","23,425","23,425",0,"21,356",0,"21,356","1,064",0,"1,064","44,168",0,"44,168","277,341",0,"277,341","58,474",0,"58,474","5,144",0,"5,144","150,507",0,"150,507","565,502",14,"565,488","12,945","2,732","10,213","72,938",0,"72,938",740,0,740
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Liquor store revenue,"9,794,954","8,337,508","1,457,446","335,417","335,417",0,"9,880",0,"9,880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"164,153","164,153",0,0,0,0,0,0,0,"306,174","306,174",0,0,0,0,0,0,0,0,0,0,"178,990","178,990",0,"298,493",0,"298,493",0,0,0,"1,082,256","1,082,256",0,"299,672",0,"299,672","349,534","349,534",0,0,0,0,"96,514","96,514",0,0,0,0,0,0,0,"686,141","686,141",0,0,0,0,0,0,0,0,0,0,"831,550",0,"831,550",0,0,0,"1,102,485","1,102,485",0,0,0,0,"595,077","595,077",0,"2,012,789","2,012,789",0,0,0,0,0,0,0,"17,851",0,"17,851",0,0,0,0,0,0,"380,544","380,544",0,"64,126","64,126",0,"779,038","779,038",0,0,0,0,"93,039","93,039",0,0,0,0,"111,231","111,231",0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insurance trust revenue2,"631,938,770","542,443,703","89,495,067","6,429,325","6,141,965","287,360","2,236,968","2,207,983","28,985","9,517,014","8,902,868","614,146","4,705,341","4,641,847","63,494","132,254,611","103,219,994","29,034,617","7,071,103","6,586,888","484,215","7,673,416","6,358,960","1,314,456","1,301,824","1,188,509","113,315","1,038,725",0,"1,038,725","26,535,278","22,571,283","3,963,995","13,566,464","12,362,974","1,203,490","2,666,624","2,666,624",0,"2,920,221","2,918,302","1,919","24,228,766","18,980,726","5,248,040","4,496,087","4,333,993","162,094","5,365,889","5,358,871","7,018","3,770,164","3,630,115","140,049","5,915,028","5,796,323","118,705","8,969,477","8,727,508","241,969","2,041,404","2,041,404",0,"8,701,983","6,423,719","2,278,264","14,134,968","11,301,123","2,833,845","15,735,795","13,143,408","2,592,387","12,117,299","11,898,771","218,528","4,960,002","4,960,002",0,"11,079,609","10,078,269","1,001,340","2,063,135","2,056,573","6,562","2,494,068","2,148,255","345,813","6,408,994","6,408,994",0,"1,655,271","1,633,697","21,574","14,211,161","14,161,594","49,567","4,313,237","4,313,237",0,"67,412,474","43,807,611","23,604,863","13,311,893","13,213,563","98,330","1,353,336","1,303,679","49,657","28,233,498","27,972,920","260,578","5,304,198","5,114,620","189,578","12,227,243","12,123,861","103,382","19,309,442","16,087,181","3,222,261","1,854,411","1,632,106","222,305","6,118,168","6,103,857","14,311","1,791,271","1,743,297","47,974","16,908,475","15,582,678","1,325,797","39,465,183","35,638,767","3,826,416","3,252,767","3,243,843","8,924","779,900","741,313","38,587","12,475,978","10,656,565","1,819,413","16,406,712","15,926,154","480,558","2,854,266","2,783,320","70,946","11,020,535","10,323,820","696,715","1,279,769","1,279,769",0
     Unemployment compensation,"40,546,814","40,369,857","176,957","232,044","232,044",0,"165,568","165,568",0,"504,468","504,468",0,"261,312","261,312",0,"6,082,473","6,082,473",0,"694,052","694,052",0,"806,210","806,210",0,"115,304","115,304",0,"176,957",0,"176,957","865,033","865,033",0,"752,629","752,629",0,"173,609","173,609",0,"164,990","164,990",0,"2,174,192","2,174,192",0,"576,597","576,597",0,"512,212","512,212",0,"269,441","269,441",0,"526,712","526,712",0,"237,625","237,625",0,"130,001","130,001",0,"606,014","606,014",0,"1,495,705","1,495,705",0,"1,372,847","1,372,847",0,"629,244","629,244",0,"139,999","139,999",0,"510,802","510,802",0,"103,993","103,993",0,"95,990","95,990",0,"614,288","614,288",0,"77,109","77,109",0,"2,426,328","2,426,328",0,"260,832","260,832",0,"3,007,589","3,007,589",0,"1,090,624","1,090,624",0,"168,360","168,360",0,"1,237,566","1,237,566",0,"253,680","253,680",0,"1,041,423","1,041,423",0,"3,153,660","3,153,660",0,"261,398","261,398",0,"391,461","391,461",0,"42,543","42,543",0,"322,860","322,860",0,"2,581,939","2,581,939",0,"223,759","223,759",0,"151,097","151,097",0,"544,548","544,548",0,"1,247,657","1,247,657",0,"196,779","196,779",0,"805,218","805,218",0,"70,073","70,073",0
     Employee retirement,"567,000,278","477,682,168","89,318,110","6,197,281","5,909,921","287,360","2,066,215","2,037,230","28,985","9,012,546","8,398,400","614,146","4,424,654","4,361,160","63,494","117,098,796","88,064,179","29,034,617","5,710,479","5,226,264","484,215","6,830,660","5,516,204","1,314,456","1,177,606","1,064,291","113,315","861,768",0,"861,768","25,515,755","21,551,760","3,963,995","12,706,641","11,503,151","1,203,490","2,493,015","2,493,015",0,"2,536,777","2,534,858","1,919","22,003,245","16,755,205","5,248,040","3,912,973","3,750,879","162,094","4,853,677","4,846,659","7,018","3,500,723","3,360,674","140,049","5,156,619","5,037,914","118,705","8,503,210","8,261,241","241,969","1,900,442","1,900,442",0,"7,972,141","5,693,877","2,278,264","12,149,272","9,315,427","2,833,845","14,347,644","11,755,257","2,592,387","11,408,989","11,190,461","218,528","4,814,740","4,814,740",0,"10,466,952","9,465,612","1,001,340","1,735,627","1,729,065","6,562","2,398,016","2,052,203","345,813","5,794,706","5,794,706",0,"1,578,162","1,556,588","21,574","11,045,760","10,996,193","49,567","4,021,992","4,021,992",0,"61,274,634","37,669,771","23,604,863","12,221,269","12,122,939","98,330","941,025","891,368","49,657","24,688,666","24,428,088","260,578","5,050,518","4,860,940","189,578","10,483,380","10,379,998","103,382","15,913,812","12,691,551","3,222,261","1,377,612","1,155,307","222,305","5,644,922","5,630,611","14,311","1,748,715","1,700,741","47,974","16,585,615","15,259,818","1,325,797","35,658,120","31,831,704","3,826,416","3,010,714","3,001,790","8,924","628,803","590,216","38,587","11,928,487","10,109,074","1,819,413","12,093,670","11,613,112","480,558","2,486,733","2,415,787","70,946","10,206,277","9,509,562","696,715","860,223","860,223",0
     Workers' compensation,"16,223,102","16,223,102",0,0,0,0,"5,185","5,185",0,0,0,0,"19,375","19,375",0,"2,338,613","2,338,613",0,"664,634","664,634",0,"36,546","36,546",0,"8,914","8,914",0,0,0,0,"154,490","154,490",0,0,0,0,0,0,0,"218,454","218,454",0,"51,281","51,281",0,"6,517","6,517",0,0,0,0,0,0,0,"231,697","231,697",0,"73,424","73,424",0,"10,961","10,961",0,"27,609","27,609",0,"90,971","90,971",0,"15,304","15,304",0,"79,066","79,066",0,"5,263","5,263",0,"101,855","101,855",0,"223,515","223,515",0,62,62,0,0,0,0,0,0,0,"260,605","260,605",0,"30,413","30,413",0,"3,130,251","3,130,251",0,0,0,0,"243,951","243,951",0,"2,307,266","2,307,266",0,0,0,0,"702,440","702,440",0,"241,970","241,970",0,"19,659","19,659",0,"81,785","81,785",0,13,13,0,0,0,0,"1,225,124","1,225,124",0,"18,294","18,294",0,0,0,0,"2,943","2,943",0,"3,065,385","3,065,385",0,"170,754","170,754",0,"9,040","9,040",0,"349,473","349,473",0
     Other insurance trust revenue,"8,168,576","8,168,576",0,0,0,0,0,0,0,0,0,0,0,0,0,"6,734,729","6,734,729",0,"1,938","1,938",0,0,0,0,0,0,0,0,0,0,0,0,0,"107,194","107,194",0,0,0,0,0,0,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,"155,218","155,218",0,0,0,0,"96,219","96,219",0,"399,020","399,020",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"478,468","478,468",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"195,742","195,742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
