Description,United States Total,,,Alabama,,,Alaska,,,Arizona,,,Arkansas,,,California,,,Colorado,,,Connecticut,,,Delaware,,,District of Columbia,,,Florida,,,Georgia,,,Hawaii,,,Idaho,,,Illinois,,,Indiana,,,Iowa,,,Kansas,,,Kentucky,,,Louisiana,,,Maine,,,Maryland,,,Massachusetts,,,Michigan,,,Minnesota,,,Mississippi,,,Missouri,,,Montana,,,Nebraska,,,Nevada,,,New Hampshire,,,New Jersey,,,New Mexico,,,New York,,,North Carolina,,,North Dakota,,,Ohio,,,Oklahoma,,,Oregon,,,Pennsylvania,,,Rhode Island,,,South Carolina,,,South Dakota,,,Tennessee,,,Texas,,,Utah,,,Vermont,,,Virginia,,,Washington,,,West Virginia,,,Wisconsin,,,Wyoming,,
          Other direct general expenditure,"2,762,019,057","1,309,814,066","1,452,204,991","35,781,348","18,025,469","17,755,879","10,792,844","6,819,270","3,973,574","45,888,135","25,052,650","20,835,485","22,056,629","13,915,527","8,141,102","423,546,378","181,335,756","242,210,622","44,188,903","20,357,350","23,831,553","30,286,992","15,013,250","15,273,742","9,578,530","6,689,621","2,888,909","11,976,243",0,"11,976,243","136,173,858","55,113,348","81,060,510","63,573,879","27,397,911","36,175,968","12,432,395","9,956,024","2,476,371","10,600,433","5,473,701","5,126,732","104,021,199","45,587,010","58,434,189","48,472,701","25,802,179","22,670,522","26,545,558","12,654,734","13,890,824","23,559,457","11,490,772","12,068,685","34,741,537","23,209,630","11,531,907","38,371,774","20,686,082","17,685,692","10,778,094","6,293,718","4,484,376","55,461,107","27,512,813","27,948,294","70,679,019","42,569,912","28,109,107","78,684,715","39,338,254","39,346,461","51,473,893","25,630,086","25,843,807","24,003,210","13,002,947","11,000,263","42,921,194","21,784,197","21,136,997","8,564,322","5,074,838","3,489,484","15,341,363","6,844,102","8,497,261","19,391,291","7,874,264","11,517,027","10,296,842","5,240,900","5,055,942","84,710,445","40,580,445","44,130,000","19,586,741","12,716,251","6,870,490","256,254,238","96,195,868","160,058,370","72,427,487","33,566,580","38,860,907","7,680,614","4,091,083","3,589,531","97,071,942","46,157,885","50,914,057","25,715,737","14,960,150","10,755,587","40,385,065","23,303,151","17,081,914","116,793,022","58,843,249","57,949,773","10,217,756","6,078,824","4,138,932","37,987,534","19,316,269","18,671,265","6,049,875","3,131,729","2,918,146","42,670,463","20,861,479","21,808,984","194,293,426","86,939,549","107,353,877","22,328,648","12,816,995","9,511,653","6,652,957","4,256,005","2,396,952","65,522,326","32,258,437","33,263,889","65,784,508","32,218,982","33,565,526","14,722,900","9,719,562","5,003,338","47,200,019","22,484,074","24,715,945","7,779,511","3,571,184","4,208,327"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Education services:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Education,"1,014,084,890","314,551,221","699,533,669","14,005,172","6,149,107","7,856,065","3,278,975","1,393,110","1,885,865","16,603,856","7,146,825","9,457,031","8,309,697","3,177,291","5,132,406","133,834,566","35,945,017","97,889,549","17,409,716","7,196,271","10,213,445","13,481,273","4,123,226","9,358,047","4,020,096","1,967,979","2,052,117","2,906,833",0,"2,906,833","42,777,405","11,301,597","31,475,808","28,063,419","8,194,518","19,868,901","3,409,534","3,409,534",0,"3,569,743","1,225,737","2,344,006","37,809,729","8,487,378","29,322,351","18,028,397","7,600,675","10,427,722","10,907,199","3,298,583","7,608,616","9,819,797","3,045,559","6,774,238","12,862,271","6,236,695","6,625,576","12,350,810","4,272,401","8,078,409","3,548,725","1,007,124","2,541,601","20,822,628","5,724,469","15,098,159","23,183,200","7,134,443","16,048,757","30,736,448","11,698,327","19,038,121","19,717,469","6,712,858","13,004,611","8,252,731","2,876,397","5,376,334","15,283,672","4,198,902","11,084,770","2,945,766","1,022,451","1,923,315","7,318,806","2,203,636","5,115,170","6,676,222","2,060,499","4,615,723","4,159,980","1,188,211","2,971,769","36,606,260","10,755,924","25,850,336","6,876,786","2,809,445","4,067,341","85,160,649","12,762,816","72,397,833","27,185,393","10,550,910","16,634,483","2,976,883","1,169,487","1,807,396","35,725,995","10,554,846","25,171,149","10,474,005","4,720,360","5,753,645","13,631,379","5,001,954","8,629,425","43,293,162","12,601,130","30,692,032","3,453,672","991,936","2,461,736","15,065,229","6,042,353","9,022,876","2,424,479","828,427","1,596,052","14,526,793","4,857,537","9,669,256","89,472,546","28,175,896","61,296,650","9,934,591","4,825,950","5,108,641","2,759,247","1,108,293","1,650,954","26,873,653","9,118,870","17,754,783","24,596,442","8,847,685","15,748,757","5,393,805","2,266,937","3,126,868","18,495,141","5,695,932","12,799,209","3,064,645","865,713","2,198,932"
                    Capital outlay,"98,486,152","30,797,894","67,688,258","1,261,118","624,850","636,268","325,340","227,297","98,043","1,235,219","568,378","666,841","740,483","221,461","519,022","11,209,344","2,526,596","8,682,748","2,051,768","854,205","1,197,563","1,057,663","604,630","453,033","344,238","212,782","131,456","421,748",0,"421,748","3,047,166","548,462","2,498,704","2,824,212","875,567","1,948,645","374,577","374,577",0,"160,496","33,452","127,044","2,475,590","343,418","2,132,172","2,014,179","757,066","1,257,113","1,237,123","345,776","891,347","1,504,238","605,185","899,053","1,364,506","608,553","755,953","1,016,403","342,850","673,553","198,032","50,430","147,602","1,960,652","504,556","1,456,096","2,218,160","978,975","1,239,185","3,011,711","1,527,390","1,484,321","2,579,131","437,825","2,141,306","747,857","280,354","467,503","1,167,638","321,712","845,926","278,683","81,888","196,795","953,167","208,030","745,137","627,265","164,610","462,655","266,827","122,717","144,110","2,993,488","1,527,566","1,465,922","948,016","344,353","603,663","6,938,683","1,428,102","5,510,581","2,146,117","653,568","1,492,549","394,076","107,393","286,683","3,321,345","1,302,787","2,018,558","1,214,110","581,501","632,609","1,492,225","541,417","950,808","3,532,643","1,516,219","2,016,424","95,569","17,041","78,528","1,788,145","607,279","1,180,866","248,218","89,318","158,900","1,164,694","392,494","772,200","13,737,922","3,142,761","10,595,161","1,335,631","505,669","829,962","164,658","109,019","55,639","2,501,367","942,355","1,559,012","3,329,240","989,270","2,339,970","392,854","192,358","200,496","1,531,876","321,101","1,210,775","540,741","132,731","408,010"
                 Higher education,"296,646,705","253,272,442","43,374,263","5,111,951","5,111,951",0,"847,085","828,294","18,791","6,051,870","4,845,788","1,206,082","2,634,939","2,634,939",0,"41,476,361","29,562,451","11,913,910","6,451,855","6,188,090","263,765","3,399,896","3,399,896",0,"1,488,617","1,488,617",0,"124,602",0,"124,602","11,010,118","7,874,697","3,135,421","6,013,401","6,013,401",0,"1,206,613","1,206,613",0,"1,126,817","987,449","139,368","9,188,689","6,463,315","2,725,374","6,427,255","6,427,255",0,"3,707,707","2,781,339","926,368","3,491,121","2,743,017","748,104","4,479,553","4,479,553",0,"3,478,033","3,478,033",0,"782,344","782,344",0,"6,276,297","4,891,106","1,385,191","5,542,088","5,505,794","36,294","11,861,290","10,257,050","1,604,240","5,693,338","5,693,338",0,"3,020,360","2,265,138","755,222","3,979,121","3,283,864","695,257","972,056","916,569","55,487","2,364,593","1,951,157","413,436","1,498,413","1,498,413",0,"940,165","940,165",0,"7,440,103","6,159,498","1,280,605","2,744,488","2,385,998","358,490","14,179,812","10,681,536","3,498,276","10,230,742","8,151,774","2,078,968","1,045,649","1,045,649",0,"9,873,366","9,037,788","835,578","4,102,728","4,102,288",440,"4,776,669","3,729,062","1,047,607","11,359,401","10,200,843","1,158,558","692,395","692,395",0,"4,448,063","4,443,530","4,533","748,879","666,030","82,849","3,751,844","3,751,844",0,"30,528,242","25,633,375","4,894,867","4,572,609","4,572,609",0,"892,984","892,984",0,"8,198,970","7,977,409","221,561","7,464,391","7,464,391",0,"1,769,466","1,742,824","26,642","6,268,384","4,819,785","1,448,599","910,972","621,194","289,778"
                    Capital outlay,"34,227,903","29,562,593","4,665,310","615,008","615,008",0,"154,782","154,611",171,"660,215","567,050","93,165","221,281","221,281",0,"3,808,862","2,524,847","1,284,015","875,736","848,339","27,397","548,966","548,966",0,"207,595","207,595",0,0,0,0,"748,168","544,307","203,861","806,437","806,437",0,"175,863","175,863",0,"47,443","31,595","15,848","573,054","326,671","246,383","755,409","755,409",0,"429,655","345,179","84,476","646,608","603,592","43,016","607,997","607,997",0,"336,301","336,301",0,"49,685","49,685",0,"704,205","502,403","201,802","964,904","964,904",0,"1,685,216","1,527,109","158,107","437,337","437,337",0,"367,421","278,589","88,832","368,602","319,770","48,832","96,091","81,685","14,406","264,076","207,816","56,260","164,353","164,353",0,"110,063","110,063",0,"1,208,576","1,064,998","143,578","388,759","334,759","54,000","1,654,140","1,426,005","228,135","814,589","589,347","225,242","106,693","106,693",0,"1,385,552","1,293,644","91,908","578,413","578,409",4,"664,776","541,223","123,553","1,562,125","1,432,888","129,237","9,175","9,175",0,"556,227","556,227",0,"81,214","73,328","7,886","371,943","371,943",0,"3,905,085","3,142,145","762,940","505,669","505,669",0,"108,224","108,224",0,"940,122","940,122",0,"984,302","984,302",0,"186,671","186,378",293,"594,602","319,654","274,948","189,713","132,698","57,015"
                 Elementary & secondary,"663,131,677","6,972,271","656,159,406","7,856,065",0,"7,856,065","2,346,857","479,783","1,867,074","8,251,016",67,"8,250,949","5,132,406",0,"5,132,406","85,975,639",0,"85,975,639","9,949,680",0,"9,949,680","9,358,047",0,"9,358,047","2,052,117",0,"2,052,117","2,782,231",0,"2,782,231","28,340,387",0,"28,340,387","19,868,901",0,"19,868,901","2,068,682","2,068,682",0,"2,204,638",0,"2,204,638","26,596,977",0,"26,596,977","10,427,722",0,"10,427,722","6,682,248",0,"6,682,248","6,026,134",0,"6,026,134","7,321,821","696,245","6,625,576","8,078,409",0,"8,078,409","2,560,533","18,932","2,541,601","13,712,977",9,"13,712,968","16,260,988","248,525","16,012,463","17,433,881",0,"17,433,881","13,004,611",0,"13,004,611","4,621,112",0,"4,621,112","10,389,513",0,"10,389,513","1,867,828",0,"1,867,828","4,701,734",0,"4,701,734","4,631,745","16,022","4,615,723","2,971,769",0,"2,971,769","27,266,218","2,696,487","24,569,731","3,708,851",0,"3,708,851","68,901,213","1,656","68,899,557","15,043,767","488,252","14,555,515","1,807,396",0,"1,807,396","24,335,571",0,"24,335,571","5,753,205",0,"5,753,205","7,581,818",0,"7,581,818","29,533,474",0,"29,533,474","2,512,912","51,176","2,461,736","9,018,343",0,"9,018,343","1,513,203",0,"1,513,203","9,788,360","119,104","9,669,256","56,489,114","87,331","56,401,783","5,108,641",0,"5,108,641","1,650,954",0,"1,650,954","17,533,222",0,"17,533,222","15,748,757",0,"15,748,757","3,100,226",0,"3,100,226","11,350,610",0,"11,350,610","1,909,154",0,"1,909,154"
                    Capital outlay,"63,828,707","805,759","63,022,948","636,268",0,"636,268","170,054","72,182","97,872","573,743",67,"573,676","519,022",0,"519,022","7,398,733",0,"7,398,733","1,170,166",0,"1,170,166","453,033",0,"453,033","131,456",0,"131,456","421,748",0,"421,748","2,294,843",0,"2,294,843","1,948,645",0,"1,948,645","198,214","198,214",0,"111,196",0,"111,196","1,885,789",0,"1,885,789","1,257,113",0,"1,257,113","806,871",0,"806,871","856,037",0,"856,037","755,997",44,"755,953","673,553",0,"673,553","148,095",493,"147,602","1,254,303",9,"1,254,294","1,239,625",440,"1,239,185","1,326,214",0,"1,326,214","2,141,306",0,"2,141,306","378,671",0,"378,671","797,094",0,"797,094","182,389",0,"182,389","688,877",0,"688,877","462,661",6,"462,655","144,110",0,"144,110","1,783,751","461,407","1,322,344","549,663",0,"549,663","5,284,102","1,656","5,282,446","1,329,760","62,453","1,267,307","286,683",0,"286,683","1,926,650",0,"1,926,650","632,605",0,"632,605","827,255",0,"827,255","1,887,187",0,"1,887,187","82,388","3,860","78,528","1,180,866",0,"1,180,866","151,014",0,"151,014","777,128","4,928","772,200","9,832,221",0,"9,832,221","829,962",0,"829,962","55,639",0,"55,639","1,559,012",0,"1,559,012","2,339,970",0,"2,339,970","200,203",0,"200,203","935,827",0,"935,827","350,995",0,"350,995"
                 Other education,"54,306,508","54,306,508",0,"1,037,156","1,037,156",0,"85,033","85,033",0,"2,300,970","2,300,970",0,"542,352","542,352",0,"6,382,566","6,382,566",0,"1,008,181","1,008,181",0,"723,330","723,330",0,"479,362","479,362",0,0,0,0,"3,426,900","3,426,900",0,"2,181,117","2,181,117",0,"134,239","134,239",0,"238,288","238,288",0,"2,024,063","2,024,063",0,"1,173,420","1,173,420",0,"517,244","517,244",0,"302,542","302,542",0,"1,060,897","1,060,897",0,"794,368","794,368",0,"205,848","205,848",0,"833,354","833,354",0,"1,380,124","1,380,124",0,"1,441,277","1,441,277",0,"1,019,520","1,019,520",0,"611,259","611,259",0,"915,038","915,038",0,"105,882","105,882",0,"252,479","252,479",0,"546,064","546,064",0,"248,046","248,046",0,"1,899,939","1,899,939",0,"423,447","423,447",0,"2,079,624","2,079,624",0,"1,910,884","1,910,884",0,"123,838","123,838",0,"1,517,058","1,517,058",0,"618,072","618,072",0,"1,272,892","1,272,892",0,"2,400,287","2,400,287",0,"248,365","248,365",0,"1,598,823","1,598,823",0,"162,397","162,397",0,"986,589","986,589",0,"2,455,190","2,455,190",0,"253,341","253,341",0,"215,309","215,309",0,"1,141,461","1,141,461",0,"1,383,294","1,383,294",0,"524,113","524,113",0,"876,147","876,147",0,"244,519","244,519",0
               Libraries,"12,445,643","413,930","12,031,713","97,537","4,789","92,748","37,943","4,794","33,149","185,233","3,938","181,295","103,411","2,643","100,768","1,587,263","23,667","1,563,596","316,484","5,836","310,648","166,040","10,705","155,335","55,848","8,519","47,329","93,064",0,"93,064","573,332","9,668","563,664","189,857","13,696","176,161","36,628","36,628",0,"63,486","4,871","58,615","813,427","4,847","808,580","356,290","8,389","347,901","141,345","3,392","137,953","134,485","3,419","131,066","192,018","7,205","184,813","191,323","4,758","186,565","43,104","4,215","38,889","188,561","20,125","168,436","311,950","16,474","295,476","400,766","10,186","390,580","273,458",0,"273,458","61,049","4,191","56,858","279,261","7,587","271,674","29,855","5,895","23,960","73,077","3,347","69,730","106,797","9,725","97,072","56,493","2,142","54,351","390,507","4,299","386,208","43,361",0,"43,361","1,132,292","4,332","1,127,960","261,873","7,156","254,717","20,127","2,308","17,819","577,329","15,777","561,552","100,726","4,843","95,883","248,076","5,484","242,592","201,886","14,822","187,064","41,234","2,480","38,754","162,201","10,418","151,783","30,697","2,730","27,967","145,046","10,768","134,278","624,669","28,621","596,048","110,387","7,031","103,356","22,158","2,882","19,276","331,690","17,431","314,259","452,381","8,436","443,945","51,339","13,775","37,564","306,428",0,"306,428","31,851","4,686","27,165"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
     Social services and income maintenance:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
               Public welfare,"677,347,930","619,819,304","57,528,626","6,944,396","6,901,255","43,141","2,576,874","2,566,994","9,880","14,397,424","14,287,614","109,810","7,437,484","7,415,911","21,573","112,014,809","93,597,994","18,416,815","8,475,218","7,618,103","857,115","3,817,132","3,718,127","99,005","2,509,140","2,508,183",957,"3,763,527",0,"3,763,527","28,079,027","26,989,511","1,089,516","12,219,563","12,039,286","180,277","3,067,100","2,984,377","82,723","2,534,769","2,506,903","27,866","22,612,482","22,017,772","594,710","13,952,918","13,922,934","29,984","5,660,856","5,569,164","91,692","4,341,841","4,299,634","42,207","11,354,782","11,314,136","40,646","11,309,018","11,226,836","82,182","3,199,793","3,149,815","49,978","13,201,818","13,042,965","158,853","22,324,498","22,230,645","93,853","17,087,649","15,739,922","1,347,727","15,021,559","13,428,470","1,593,089","6,349,848","6,322,184","27,664","9,414,161","9,224,218","189,943","2,222,087","2,169,871","52,216","2,830,008","2,719,113","110,895","3,944,404","3,532,089","412,315","2,413,417","2,170,974","242,443","18,265,579","17,263,609","1,001,970","6,042,406","5,923,297","119,109","70,299,560","58,046,749","12,252,811","15,016,435","13,328,931","1,687,504","1,532,551","1,451,579","80,972","28,675,249","25,836,997","2,838,252","6,773,918","6,749,569","24,349","10,494,004","10,262,803","231,201","34,243,638","29,995,406","4,248,232","3,114,075","3,105,972","8,103","7,924,042","7,895,182","28,860","1,159,032","1,143,107","15,925","11,712,178","11,541,172","171,006","38,591,617","37,807,499","784,118","3,907,919","3,750,259","157,660","1,826,193","1,824,136","2,057","12,031,423","10,437,217","1,594,206","12,388,674","12,180,551","208,123","4,713,914","4,703,268","10,646","12,699,379","10,517,946","2,181,433","858,542","839,055","19,487"
                    Cash assistance payments,"23,045,223","11,902,160","11,143,063","112,603","112,602",1,"121,869","121,863",6,"263,835","259,560","4,275","6,772","6,772",0,"6,414,359",0,"6,414,359","106,560","17,099","89,461","180,010","179,701",309,"36,790","36,790",0,"862,994",0,"862,994","218,530","200,015","18,515","112,744","112,744",0,"27,911","3,797","24,114","59,298","59,186",112,"124,205","124,205",0,"366,585","365,474","1,111","235,495","235,407",88,"57,901","57,837",64,"174,499","174,499",0,"31,743","31,700",43,"54,866","45,604","9,262","1,268,025","1,268,025",0,"539,172","539,172",0,"248,691","247,634","1,057","636,453","375,393","261,060","58,797","58,463",334,"83,705","83,705",0,0,0,0,"34,489","34,471",18,"45,834","45,321",513,"51,422","48,116","3,306","588,071","331,036","257,035","57,253","57,253",0,"2,561,079","5,396","2,555,683","581,253","20,188","561,065","68,040","67,266",774,"480,732","476,440","4,292","155,010","155,010",0,"269,426","269,426",0,"1,768,432","1,768,432",0,"24,028","24,028",0,"146,731","146,731",0,"83,185","83,176",9,"583,824","583,612",212,"1,719,016","1,717,977","1,039","592,558","592,558",0,"23,018","23,014",4,"309,544","246,370","63,174","169,359","169,359",0,"54,342","54,342",0,"274,141","265,367","8,774",24,24,0
                    Vendor payments,"561,683,078","556,704,960","4,978,118","6,186,962","6,186,888",74,"2,103,003","2,103,003",0,"11,231,060","11,219,178","11,882","6,865,610","6,865,610",0,"89,196,176","89,025,935","170,241","6,896,007","6,867,476","28,531","2,546,861","2,546,770",91,"2,125,389","2,125,389",0,"2,048,546",0,"2,048,546","25,011,363","24,950,036","61,327","10,827,745","10,827,745",0,"2,540,770","2,531,912","8,858","2,125,435","2,110,218","15,217","19,208,837","19,196,825","12,012","12,447,446","12,446,073","1,373","4,873,961","4,862,085","11,876","3,652,042","3,651,317",725,"10,343,869","10,343,869",0,"10,445,245","10,445,245",0,"2,361,875","2,361,674",201,"10,766,705","10,766,705",0,"20,215,638","20,215,638",0,"13,621,240","13,129,755","491,485","12,068,219","11,979,910","88,309","5,940,594","5,940,590",4,"8,731,579","8,730,327","1,252","2,054,064","2,053,926",138,"1,974,948","1,974,607",341,"3,237,164","3,164,795","72,369","1,851,711","1,848,193","3,518","15,582,556","15,505,250","77,306","5,581,082","5,524,333","56,749","57,650,983","57,308,004","342,979","12,906,805","12,890,951","15,854","1,203,380","1,203,307",73,"24,686,186","24,540,653","145,533","5,640,897","5,640,462",435,"6,438,714","6,307,292","131,422","26,451,680","25,511,699","939,981","2,813,588","2,813,588",0,"6,996,751","6,994,323","2,428","820,230","813,622","6,608","9,994,503","9,974,865","19,638","32,738,329","32,605,359","132,970","2,912,146","2,912,146",0,"1,133,493","1,133,481",12,"9,642,745","9,592,264","50,481","10,749,225","10,721,946","27,279","4,069,099","4,069,099",0,"9,515,782","9,515,782",0,"654,840","654,840",0
                    Other public welfare,"92,619,629","51,212,184","41,407,445","644,831","601,765","43,066","352,002","342,128","9,874","2,902,529","2,808,876","93,653","565,102","543,529","21,573","16,404,274","4,572,059","11,832,215","1,472,651","733,528","739,123","1,090,261","991,656","98,605","346,961","346,004",957,"851,987",0,"851,987","2,849,134","1,839,460","1,009,674","1,279,074","1,098,797","180,277","498,419","448,668","49,751","350,036","337,499","12,537","3,279,440","2,696,742","582,698","1,138,887","1,111,387","27,500","551,400","471,672","79,728","631,898","590,480","41,418","836,414","795,768","40,646","832,030","749,891","82,139","783,052","742,537","40,515","1,167,088","1,008,235","158,853","1,569,688","1,475,835","93,853","3,217,718","2,362,533","855,185","2,316,887","1,073,167","1,243,720","350,457","323,131","27,326","598,877","410,186","188,691","168,023","115,945","52,078","820,571","710,035","110,536","661,406","321,973","339,433","510,284","274,665","235,619","2,094,952","1,427,323","667,629","404,071","341,711","62,360","10,087,498","733,349","9,354,149","1,528,377","417,792","1,110,585","261,131","181,006","80,125","3,508,331","819,904","2,688,427","978,011","954,097","23,914","3,785,864","3,686,085","99,779","6,023,526","2,715,275","3,308,251","276,459","268,356","8,103","780,560","754,128","26,432","255,617","246,309","9,308","1,133,851","982,695","151,156","4,134,272","3,484,163","650,109","403,215","245,555","157,660","669,682","667,641","2,041","2,079,134","598,583","1,480,551","1,470,090","1,289,246","180,844","590,473","579,827","10,646","2,909,456","736,797","2,172,659","203,678","184,191","19,487"
               Hospitals,"192,542,463","83,977,551","108,564,912","6,305,268","2,211,745","4,093,523","455,612","28,907","426,705","789,376","4,742","784,634","1,277,508","1,074,930","202,578","29,637,723","13,430,531","16,207,192","2,785,320","1,031,559","1,753,761","1,437,043","1,437,043",0,"83,059","83,059",0,"254,501",0,"254,501","9,758,553","1,215,464","8,543,089","5,056,526","1,163,738","3,892,788","617,798","617,798",0,"692,938","52,251","640,687","3,223,944","912,593","2,311,351","5,046,384","140,733","4,905,651","3,870,502","1,860,304","2,010,198","3,584,484","2,681,576","902,908","2,484,078","1,872,373","611,705","2,916,062","356,728","2,559,334","188,171","99,672","88,499","591,765","538,467","53,298","1,579,388","716,525","862,863","5,193,770","4,286,823","906,947","2,281,105","332,497","1,948,608","3,978,326","1,494,735","2,483,591","4,150,060","2,274,358","1,875,702","149,774","65,325","84,449","1,025,294","190,319","834,975","1,089,717","269,395","820,322","61,520","61,520",0,"2,573,195","2,286,866","286,329","1,343,312","1,144,364","198,948","17,077,075","5,435,832","11,641,243","10,287,154","2,206,361","8,080,793","54,216","53,745",471,"5,055,744","3,293,547","1,762,197","1,303,498","287,305","1,016,193","2,697,785","2,332,476","365,309","4,426,248","4,424,055","2,193","61,583","61,583",0,"6,480,767","1,589,315","4,891,452","131,898","23,579","108,319","3,737,779","331,583","3,406,196","18,498,747","7,241,472","11,257,275","2,261,865","1,944,980","316,885","21,907","21,895",12,"5,280,484","4,942,727","337,757","6,680,645","3,413,292","3,267,353","364,668","150,330","214,338","2,432,634","2,282,974","149,660","1,205,690","3,560","1,202,130"
                    Capital outlay,"9,143,580","3,511,217","5,632,363","362,118","110,679","251,439","15,811",0,"15,811","30,046",7,"30,039","40,667","19,593","21,074","1,432,727","730,498","702,229","191,626","1,549","190,077","54,057","54,057",0,633,633,0,"22,813",0,"22,813","640,011","84,679","555,332","245,818","7,715","238,103","2,142","2,142",0,"60,284",767,"59,517","63,331","36,628","26,703","416,938","1,174","415,764","411,227","256,327","154,900","262,473","202,403","60,070","182,832","149,513","33,319","116,272","3,854","112,418","1,015",8,"1,007","8,790","2,745","6,045","53,023","33,035","19,988","22,781","1,340","21,441","68,270","15,977","52,293","149,563","24,694","124,869","226,821","98,493","128,328","3,310","2,021","1,289","53,978","2,896","51,082","70,570","1,125","69,445","1,766","1,766",0,"3,511","3,511",0,"31,783","25,574","6,209","783,185","411,637","371,548","482,620","70,341","412,279",561,266,295,"305,881","182,325","123,556","32,399","2,753","29,646","222,346","186,447","35,899","161,103","161,103",0,"5,196","5,196",0,"282,086","9,792","272,294","30,275",238,"30,037","210,865","2,271","208,594","608,824","105,062","503,762","65,839","64,996",843,56,56,0,"238,560","214,083","24,477","243,689","67,559","176,130","4,694","3,122","1,572","148,567","148,567",0,"69,827",0,"69,827"
               Health,"103,302,954","46,237,326","57,065,628","864,102","436,634","427,468","244,089","166,990","77,099","847,867","541,749","306,118","273,112","200,675","72,437","23,975,652","1,945,074","22,030,578","858,823","401,636","457,187","1,076,608","923,623","152,985","515,101","475,320","39,781","659,432",0,"659,432","5,635,463","4,073,244","1,562,219","2,326,808","1,289,526","1,037,282","614,064","571,337","42,727","303,522","188,248","115,274","2,140,237","1,193,243","946,994","941,713","670,881","270,832","438,770","132,904","305,866","676,495","364,278","312,217","921,550","400,010","521,540","712,059","501,030","211,029","279,752","236,035","43,717","1,810,961","1,293,094","517,867","1,700,709","1,541,018","159,691","4,303,821","1,646,301","2,657,520","1,321,029","506,790","814,239","429,926","337,997","91,929","2,452,890","2,009,096","443,794","446,203","287,344","158,859","353,972","290,216","63,756","437,317","297,772","139,545","145,583","127,107","18,476","2,315,626","1,925,683","389,943","518,831","434,551","84,280","7,206,367","3,427,788","3,778,579","3,946,436","1,084,796","2,861,640","223,763","150,990","72,773","3,637,636","1,202,492","2,435,144","1,134,424","914,546","219,878","1,777,901","921,940","855,961","5,633,128","2,490,121","3,143,007","253,898","233,368","20,530","1,396,410","1,179,282","217,128","216,284","172,500","43,784","1,067,232","646,506","420,726","6,227,248","2,935,742","3,291,506","735,527","364,390","371,137","377,227","370,238","6,989","2,377,296","1,125,286","1,252,010","4,060,957","2,450,723","1,610,234","288,254","238,891","49,363","1,595,006","366,059","1,228,947","605,873","552,262","53,611"
               Employment security administration,"3,951,364","3,904,685","46,679","85,717","85,717",0,"22,119","22,119",0,"113,428","113,428",0,"87,782","87,782",0,"309,629","309,629",0,"59,950","59,950",0,"21,090","21,090",0,"17,165","17,165",0,"46,679",0,"46,679","314,357","314,357",0,"35,082","35,082",0,"6,310","6,310",0,"11,031","11,031",0,"50,778","50,778",0,"83,162","83,162",0,"52,854","52,854",0,"32,561","32,561",0,"115,836","115,836",0,"127,964","127,964",0,"67,339","67,339",0,"51,021","51,021",0,"197,482","197,482",0,"176,102","176,102",0,"45,446","45,446",0,"36,864","36,864",0,"39,752","39,752",0,"46,554","46,554",0,"41,894","41,894",0,"61,562","61,562",0,"24,439","24,439",0,"193,051","193,051",0,"10,539","10,539",0,"202,909","202,909",0,"61,326","61,326",0,"15,689","15,689",0,"127,959","127,959",0,"81,420","81,420",0,"56,442","56,442",0,"102,487","102,487",0,"38,959","38,959",0,"63,800","63,800",0,"23,837","23,837",0,"58,147","58,147",0,"93,000","93,000",0,"11,632","11,632",0,"1,905","1,905",0,"76,239","76,239",0,"203,045","203,045",0,"18,916","18,916",0,"89,037","89,037",0,"39,076","39,076",0
