State,Total Funding Received,"Agriculture, Forestry, Fishing and Hunting (State as % of US)","Agriculture, Forestry, Fishing and Hunting (as % of Total Funding Received by State)","Mining, Quarrying, and Oil and Gas Extraction (State as % of US)","Mining, Quarrying, and Oil and Gas Extraction (as % of Total Funding Received by State)",Utilities (State as % of US),Utilities (as % of Total Funding Received by State),Construction (State as % of US),Construction (as % of Total Funding Received by State),Manufacturing (State as % of US),Manufacturing (as % of Total Funding Received by State),Wholesale Trade (State as % of US),Wholesale Trade (as % of Total Funding Received by State),Retail Trade (State as % of US),Retail Trade (as % of Total Funding Received by State),Transportation and Warehousing (State as % of US),Transportation and Warehousing (as % of Total Funding Received by State),Information (State as % of US),Information (as % of Total Funding Received by State),Finance and Insurance (State as % of US),Finance and Insurance (as % of Total Funding Received by State),Real Estate and Rental and Leasing (State as % of US),Real Estate and Rental and Leasing (as % of Total Funding Received by State),"Professional, Scientific, and Technical Services (State as % of US)","Professional, Scientific, and Technical Services (as % of Total Funding Received by State)",Administrative and Support and Waste Management and Remediation Services (State as % of US),Administrative and Support and Waste Management and Remediation Services (as % of Total Funding Received by State),Educational Services (State as % of US),Educational Services (as % of Total Funding Received by State),Health Care and Social Assistance (State as % of US),Health Care and Social Assistance (as % of Total Funding Received by State),"Arts, Entertainment, and Recreation (State as % of US)","Arts, Entertainment, and Recreation (as % of Total Funding Received by State)",Accommodation and Food Services (State as % of US),Accommodation and Food Services (as % of Total Funding Received by State),Other Services (except Public Administration) (State as % of US),Other Services (except Public Administration) (as % of Total Funding Received by State),Public Administration (not covered in economic census) (State as % of US),Public Administration (not covered in economic census) (as % of Total Funding Received by State)
Maine,2366166.0,0.13807958626926026,0.05743468547853363,0.0,0.0,0.008336853338076076,0.0069733061839279235,0.20044823198307085,3.6727347109205355,0.7253058040322605,74.8050221328512,0.2141842329651366,1.2480104946144943,0.008453919095994251,0.004057196325194429,0.01315762515779112,0.10802285215830165,0.006456790423838417,0.04048743832850274,1.6167161871705167,14.680415490713669,0.02461174198171254,0.010016203427823745,0.033499057675256454,2.6586469419305323,0.06817557089879328,1.5238575822659948,0.05613043363570829,0.10971335062713267,0.1260561947664312,0.9396213114379971,0.015504290411398326,0.0012256113899024835,0.0001343391755201781,8.45249234415506e-05,0.05114259062779583,0.08160881358281709,0.21099105856885722,0.05206735283999517
Michigan,8461849.0,0.2604105810214231,0.030288888397795803,0.045066835357206354,0.0012881345436440664,0.16037074239426344,0.037509532491066665,1.0471593890862496,5.365127645269964,2.439339467043854,70.34962453241602,4.030558497899065,6.567134440711481,0.3669529257605004,0.04924455636114518,0.7655874359711146,1.7575709516915277,0.41002641150796854,0.7189445238268847,0.010690825107828629,0.027145367401380006,0.6489399816190787,0.07384910791955752,0.44589935999748914,9.895662283739641,0.5901080927959199,3.688307366392381,0.17295352028198407,0.09453016710650355,0.2558147551687406,0.5332049768318957,2.769387045898046,0.061215935193360216,0.4877855463137666,0.08582048675177258,1.3720304323575012,0.6122066229260296,0.743777733250444,0.05132448002794661
Minnesota,3927176.0,0.6051523295214969,0.15166114276518292,0.06449932399746965,0.003972320058994045,0.31907411412091163,0.16080257161889358,0.6648723670914947,7.339905316186492,0.8889870472416272,55.24206198041545,1.6143311518890424,5.667456716989511,2.8934418722612825,0.83665718063056,0.26454239313727923,1.308573896357077,0.658376947559741,2.4873853374536816,0.05528324798902414,0.30245652346622615,0.36294530897082417,0.08899524747553968,0.25984667572680525,12.425391680943253,0.3077647620805497,4.144759491298582,0.10830406089416904,0.12754712291987932,0.6548141072264053,2.9408409503419253,0.21812932716725925,0.010389144769676735,0.12224864972336204,0.046343734021597194,6.910923962011993,6.6443928156008285,0.47353106894715113,0.07040682668665729
Missouri,17509927.0,19.32941481282037,1.086486539892485,1.5876756676300219,0.02193041695719234,1.7682718561978692,0.19986947975282823,3.127643334221518,7.744001445579984,4.901373488723085,68.31062745150223,0.7886012500293751,0.6209391963770038,0.15833485973539232,0.010268460856518705,0.7790848120132617,0.8643382693714258,0.10008699143423849,0.08480903432664226,3.1410221294494627,3.85421938081181,5.636608148875077,0.3099841592714807,0.49114928728741913,5.267474844412543,3.1166429053332365,9.413768543980794,0.3746641579505213,0.09896100651933043,1.6356178233355854,1.6475225739090746,0.0395626720842578,0.00042261741011256074,3.0615898101048584,0.260309480445007,0.8681527592897562,0.1872023795416166,0.5057277564560352,0.016864719081924214
Mississippi,5793799.0,0.3573406217137516,0.060702830733340936,1.7179146872402973,0.07171460383765471,0.3700047090589764,0.12639375304528166,0.6666322833314758,4.988333216254136,1.8350065433240863,77.29101406521006,0.007506965158107566,0.017863926587719042,0.20553590802136024,0.04028444894274034,3.742675151104206,12.548795703820584,0.02133167191174174,0.05462736971027127,0.0013218085897358863,0.004901792416340298,2.032389883224034,0.33779218091618296,0.05574620639333467,1.8068628200598607,0.056214546368029035,0.5131520786275119,1.6159986438748855,1.2899826176227376,0.05430514251216111,0.16531467522432172,0.1117378171028362,0.0036073049824476133,1.006334763821654,0.25858680979440263,0.6089967524057676,0.3968725873990451,0.23017206389329883,0.0231972148153569
Montana,1644962.0,4.001869510218803,2.394401815969001,0.34316948024294747,0.050457092625847896,0.12702332904195912,0.1528302781462429,2.58916662914639,68.2396310674654,0.03276394941455359,4.860659395171439,0.001486886818755605,0.012462293961805804,0.04024417736322263,0.027781796783147576,0.9613199795449376,11.352602674104325,0.05668226248901992,0.5112580108233503,0.15519149864842743,2.027037706646111,0.054311987579897296,0.031794047522070414,0.05827029765963968,6.652190141778351,0.03166665172956679,1.0181390208406031,0.08720109354884883,0.24517283681933077,0.1585553675456865,1.700039271423899,0.05239380897644952,0.0059575844305218,0.43418421528121554,0.39295740570298887,0.07119175743527456,0.1634080300943122,0.45417880464659854,0.16121952969126338
North Carolina,7115972.0,0.536366545927465,0.07418522726059068,0.5379078238506924,0.018282815053235174,10.655862778425638,2.963713179309868,1.355940499238646,8.261120195526345,1.1242346299046053,38.55471887747731,8.202828189285189,15.89297990492374,1.1567779296352134,0.18459881517240373,0.1335838704400155,0.3646725984868968,0.6944621833940112,1.4479820887434633,0.012254654988642918,0.03700126981949901,1.277837489810012,0.1729208602844418,0.7776826368139872,20.523029039462212,0.583426104068174,4.336231227441592,2.257347227273337,1.4671361832227559,1.7101300579247292,4.23866198461714,0.5570851934026572,0.01464311551535054,1.56155857624655,0.32670167898355984,1.8797484346023723,0.9973900965321393,1.51153172315644,0.12403084216745092
North Dakota,2828882.0,0.22078509268808139,0.07681479821356989,0.015711373794255426,0.0013432868532515672,0.9202875557558646,0.6438585985558959,5.546545563516415,85.0041818640721,0.023264551303990518,2.0069412580659076,0.06429878852813872,0.31337468300197746,0.016907838191988503,0.006787133574323709,0.0064810055061263775,0.0445052144274664,0.004562888431042389,0.02393171578029766,0.9319029812973858,7.077919828398639,0.006126973742282869,0.0020856295879432226,0.03030720049166316,2.0118902096305185,0.07890570276918327,1.4752117621024843,0.005059522908611611,0.00827181904370702,0.12026168070844113,0.7498015116926051,0.0,0.0,0.13568256727537986,0.07140630114653068,0.330718554722572,0.4414111299092716,0.1950639737905263,0.040263255943514084
Nebraska,1320735.0,0.7079753915557068,0.5275850189477829,1.3462166598446228,0.2465293946173911,0.15728863297836865,0.23570209012405968,0.39137261841583737,12.847164646957943,0.06484972162813307,11.982494595812181,0.043874040812939774,0.45800255160952047,0.015322728361489582,0.013174482390487116,0.022660354438418042,0.33329926139611654,0.14459031833257363,1.6243228202478164,0.83285576792355,13.548895122791476,1.2591450275454201,0.9180494194520475,0.25390334605945714,36.10156465907241,0.44898653289983226,17.979534123045124,0.17907251593641607,0.6270750756207717,0.13547369755539546,1.8091441507948225,0.017108182522922292,0.0024228933131930325,0.07509559911577955,0.08464983512968158,0.19191051874107123,0.5486339046061472,0.2527782487399621,0.11175595407102865
New Hampshire,2267049.0,0.02895708762821132,0.012571408910879298,0.0,0.0,0.033903203574842715,0.029597948698947402,0.30725415792321215,5.875832414738278,0.6179394940873479,66.51810349048478,0.05593595681094256,0.3401779141077233,0.009510658982993532,0.004763902324122681,0.019633482923245436,0.16823632837225838,0.3737120202724348,2.4458227413699483,0.07864295683368758,0.7453301626916754,0.753825464325955,0.32019599047043096,0.2554918195293702,21.163591964708306,0.022694937945425736,0.5294548110781903,0.25583023527646404,0.5219119657316627,0.09436780037298073,0.734170280395351,0.08447165120692882,0.006969412659364663,0.01665805776450208,0.01093933126280023,0.32430917775109264,0.5401294811007613,0.12501905256109236,0.03220045089453294
New Jersey,12006936.0,0.012192457948720554,0.000999422333891011,1.017104724575483,0.020488157844765726,13.468717094692506,2.220116772505492,1.6616354128915731,5.999790454450661,2.1089675949067197,42.863982951187545,1.5539853063668638,1.7843936204873585,1.2410529356234061,0.11737382459605014,2.0777156468357507,3.361532034484068,1.250467325371621,1.5452151989483414,0.12718684271729777,0.2275934509853305,4.590349497120841,0.368145545208203,2.2441423869277806,35.09873792947676,0.5704270456348821,2.5126310325964925,3.720565576822369,1.4331216556830153,1.1045749899701611,1.6225455020331583,5.149562939399609,0.08022029933365182,1.9027129124800424,0.23592197043442223,1.460490428575439,0.45926787650071593,0.9854241485431856,0.047922300910073976
New Mexico,7090707.0,1.5498646129148612,0.2151266439298648,0.2989295592959651,0.010196444444820523,0.31720463791782794,0.08853842078088969,3.097198859186772,18.937039705631612,0.07674712153936111,2.641358612053777,0.03636707565483221,0.07071227171000015,0.14415693291815196,0.023086555402726413,0.183403704664234,0.502460473969662,0.046889239017373546,0.098114334720078,0.0013218085897358863,0.00400524235453531,0.31746031746031744,0.04311276717540296,0.6722618882928052,17.804190752769788,7.822977063837346,58.35033093314954,0.4718761878527341,0.3077831307935866,0.2179292924138585,0.5420757055678651,0.11654949343740811,0.003074446596086963,1.1007752042123393,0.23111940741593187,0.19360556058476824,0.10309268173117293,0.2985043953616219,0.024581469802658608
Nevada,3649990.0,1.238956935222487,0.33408310707700567,0.0,0.0,0.21003817773565,0.11389072298828215,0.46244740087819586,5.492919158682627,0.4395612699171731,29.388847640678467,0.45194831494380727,1.7071553620694853,0.05600721401096191,0.01742470527316513,1.615258068079694,8.596735881468168,0.3368786594516864,1.3694010120575673,0.0035279257430274715,0.0207671801840553,0.05566199874345115,0.014684971739648603,0.7275634499166536,37.432814884424346,0.5540245973572375,8.027830213233461,4.5888575467541,5.814591272852803,0.19756911630598936,0.95468754708917,0.00641556844609586,0.00032876802402198363,0.7079002854035784,0.28874051709730714,0.36549339754716853,0.3780832276252811,0.29388040300662255,0.04701382743514366
