State,Total Funding Received,"Agriculture, Forestry, Fishing and Hunting (State as % of US)","Mining, Quarrying, and Oil and Gas Extraction (State as % of US)",Utilities (State as % of US),Construction (State as % of US),Manufacturing (State as % of US),Wholesale Trade (State as % of US),Retail Trade (State as % of US),Transportation and Warehousing (State as % of US),Information (State as % of US),Finance and Insurance (State as % of US),Real Estate and Rental and Leasing (State as % of US),"Professional, Scientific, and Technical Services (State as % of US)",Administrative and Support and Waste Management and Remediation Services (State as % of US),Educational Services (State as % of US),Health Care and Social Assistance (State as % of US),"Arts, Entertainment, and Recreation (State as % of US)",Accommodation and Food Services (State as % of US),Other Services (except Public Administration) (State as % of US),Public Administration (not covered in economic census) (State as % of US)
Hawaii,1867286.0,0.011703363619850367,0.03146027492579077,1.0826619532621966,2.256981957482917,0.11752633150623057,0.028386966910063403,0.028096336719343286,0.1570571455116382,0.12203954463985488,0.0,0.3073558658430141,0.24503058067425956,0.5045078844354955,0.3134198891809405,0.4686126635252485,0.49100374120441437,0.9931983167241851,0.24199244133399164,0.054188164007707956
Iowa,2275750.0,0.12447014849861693,0.0059219341036782615,0.14869421892228588,0.3441082127734347,0.7390547527285891,0.040914768835661634,0.02191514264108776,0.0010832245595338134,0.027733520423466218,0.006923667707521395,0.09904938541802734,0.1983669406660192,0.11272584437982291,0.3114556527338333,0.19258591542833325,2.8103627137579625,0.030939425025717508,0.19987070120243453,0.3012105176388555
Idaho,2992159.0,4.063505376842213,1.2395348320761561,0.08365670565805619,0.44652239675030925,0.08859155321598798,0.0024750619909187513,0.04399083577771463,0.2436109540666958,0.013267788499245863,0.00016911257331589616,1.123453596876787,1.0653218448114792,1.2542291347304055,0.02998282760641759,0.10971862497078519,0.10186215281200565,0.7012698709170118,0.1045571184080307,0.2355360844524563
Illinois,12474246.0,0.24552681594144418,0.25168219940632613,0.4206174103452175,3.906452647313753,2.274625891084629,15.961569208070486,17.0894763966689,0.5965859261632478,0.6612044967029056,0.14789889316318153,3.498130172518943,2.147088057320422,0.4993654600016202,0.4088772650242639,0.9178682774281028,0.17462083339200968,0.30155246050411305,2.2985960895969817,1.0207914985392168
Indiana,4293450.0,0.11861846668869175,0.1321331546883212,0.3001890963104955,0.5348658587065714,1.3308520973556828,0.29340628236422145,0.07080276853274507,0.28623688204642783,0.4393363333151758,1.024394438961826,0.3015599629408239,0.28358665449233134,0.1296019822696589,0.3691635649040166,0.9808432121996252,0.08120807574413354,0.3068278463379911,0.6308574680018686,0.29553494933879626
Kansas,2815390.0,0.9266381966091941,0.5237210472940462,0.523671269082079,0.630755337522598,0.2377130726250945,0.06472697661559085,5.2404484496441395,0.3314146371135232,0.02129174917596184,0.00976873805860059,0.7698170138297163,0.424332982090587,1.9663826497351051,0.3451637563606266,0.23843105616364307,0.11312801303084499,0.46102594848229284,0.10057188149676642,0.22256335690946388
Kentucky,11375794.0,0.33025429214765256,3.4184364613482767,2.7055398061736886,0.9124312583396867,0.16912498463172507,0.14309611956027415,0.12282112908741494,2.2419207071289926,0.02976022973993251,42.57284188357385,0.3968895897798336,0.15827154575470714,1.9347949637188284,1.9758412463464072,1.1019275319857322,0.0384916890810344,1.1779793989054286,0.30752744831922635,0.770661095600894
Louisiana,3254622.0,0.3835289786255131,2.918403150468943,0.8947066517713128,2.8948926293780435,0.5442353548132564,0.06247478750537094,0.24813079085568598,1.5118846399174082,0.0588122413544084,0.00799305603878368,0.8000941185426504,0.11052943078299284,0.8008390040476957,0.527882900802447,0.31051575305375384,0.04130815413574423,0.2706130354783955,0.2276013080433151,0.15675379114449187
Massachusetts,18163274.0,1.0586667674456312,0.19949515511766144,1.48922420723213,1.8831757231994275,3.886118620809424,4.851356105233067,3.339048930974525,0.3694212372840894,1.5413011338195477,1.3497521083239645,0.940752896437596,3.7438747625462105,0.39426356894773906,2.6174015093463785,3.8514410964979993,2.799566264381575,0.36984732035350787,12.666411316301613,4.938825481680077
Maryland,38776058.0,0.46301432321033015,0.09734179182921142,3.187356790403907,7.485294957279639,2.240276892513157,3.167352078975826,16.1817238948908,4.273169860859805,12.003830103896354,4.211738690633964,8.009245762719196,11.051748204055611,12.673000875100279,5.6230445123071835,4.632748973478931,12.982965080527432,21.72632011183818,8.60670029025809,4.268162494223082
Maine,3504485.0,0.15141226683181414,0.028869428755431525,0.03874244211194543,0.7047789020136329,1.1145313419341978,0.001571840316507643,0.0038532118929385075,0.0022549818955679866,0.007473961494180519,2.9557147391207272,0.02612481606658887,0.03369343450038201,0.05180387472364475,0.0067958065583823,0.21150324935560144,0.01361291443109753,0.0015683579506124083,0.048929853188300225,0.12026799492982565
Michigan,8290031.0,0.4405828762722836,0.37789341999096904,0.17555979457688792,1.3136590964910684,2.777390308203371,0.7270347971428636,0.4544381776234352,0.39091387073214734,0.33476114627966613,0.06014936320909213,1.3082304416391506,0.5514986018338196,0.3372563199577823,0.30745944754833937,0.40194794052940813,8.566278463899959,0.21329668128328752,1.180930862781651,0.7371482161148303
Minnesota,3429025.0,0.41924861967359806,0.11029602268100762,0.7656689061561586,0.9642812845000323,0.7592802083679379,0.201770337942149,0.9251722305440895,0.27881575225154476,0.7032078589307851,1.4655444820532018,0.20588431204795204,0.2429668689462464,0.5007168048579316,0.18777648885736076,0.9713606476438646,0.10139274196955403,0.23846169749084115,1.7400263911244347,0.4901258624836828
Missouri,16308884.0,5.968227805972861,1.2402750738391157,2.2609612067311233,2.872297646159548,4.749770816615902,1.8748066724386832,0.13975920636679046,0.22594606124968283,0.36568918250306437,4.070295918652078,2.965080117544371,0.5027611542416304,3.4093542598604114,2.586402697370768,2.2571849305607667,8.70381584073829,3.0662823714427683,0.543846462105932,0.4605318277762313
Mississippi,8626334.0,0.6993978863237662,2.4376161254265645,0.25423755185107966,1.0455616992854755,2.998189101228877,0.00728442415336751,0.4352523934065123,5.322288470199451,0.02960201079701135,0.008206933705036138,2.4468225908724044,0.08269634371628969,0.04707242630277132,1.4440976049410255,0.4223756022790656,0.05773753362155159,1.3626179030911623,0.29299793874690866,0.2094554967878986
Montana,919549.0,4.356455197451592,0.5921934103678261,0.13583193559730267,1.4753216639653177,0.04506666113732415,0.007120202030747308,0.07586010914222686,0.6404096505309259,0.027115713122535974,0.13047532421242908,0.07690384597085266,0.050551138417326474,0.01830932966399089,0.08705857172465829,0.18846597054573974,0.0938821684903278,0.9611182677343857,0.09581173740831188,0.6318799374065897
North Carolina,5889181.0,0.3641452826301359,0.9119778519664522,2.6174227925884206,3.5748062830111316,0.7711343228519233,5.694589784281339,1.3526379249169553,0.17820085566407706,0.6010360929806016,0.09553865612505098,3.757994236969383,0.901530241355511,0.4852860487087378,3.466651554839901,1.647203671052512,0.5975600024409363,1.1093280940672583,1.9209118664857072,1.1257895120903119
North Dakota,445345.0,0.11118195438857849,0.019246285836954348,0.7797759265771078,0.302003715113592,0.025707011565574728,0.1297823974764221,0.016857802031605973,0.04565166581189139,0.008950671628111348,0.7625136713837303,0.04264746463850434,0.02918711950983123,0.031249849802198637,0.0092567464748729,0.18224303755602192,0.010796449376387695,0.08362199436674339,0.24047030223593932,0.07053920601502134
Nebraska,1154503.0,0.30501891434235023,1.5796759221561762,0.17400387320693028,0.33412889002860163,0.09993608891558103,0.022838605195823737,0.007706423785877015,0.02125828198085109,0.11413613172917407,1.0060208552609753,1.1787309394812582,0.20469169747273586,0.3085036718617053,0.18633153331006352,0.24797097494050693,0.00891880600658114,0.12553992504674777,0.26285958460547265,0.1701319164232028
New Hampshire,2627352.0,0.05876063817466539,0.0051816923407184785,0.03967599493392002,0.39032256714939845,0.747305324146475,0.04648659085313275,0.02464450106525254,0.1370851926952335,0.3597522050258322,0.06073130941726742,0.893261095045022,0.32054580145094197,0.16301293898768526,0.4567639949589113,0.12348363803559881,0.03661404571122784,0.07741985156204888,0.2748152953392654,0.06770142186499174
New Jersey,10483690.0,0.0760718635290274,1.577455196867297,9.253323707366459,1.6755295193534876,2.5843868005853614,3.0888187139085233,1.1427181519995762,1.8765667697535373,1.4467163428942027,0.08227824081739865,3.6348961798079396,1.3675507942258427,0.44850195412128485,4.1948188409560005,1.0715106767272342,3.115010350509076,0.8148332443409012,1.0256449995239856,0.664041491106925
New Mexico,8267952.0,1.637739446552811,0.9060559178627741,0.3377386653721401,0.8694684897039475,0.08279721235816567,0.028809252368229635,0.10548167556919165,0.22783649641848464,0.07994577158744909,0.00044267703015043406,0.1686002202443103,0.6248414319627115,11.499934278666396,0.3977240143935634,0.17762602275719902,0.15490557800904084,0.8697257726123354,0.15102387378311896,0.28040010053863845
Nevada,2675462.0,1.0837802352132269,0.0014804835259195654,0.6850721791923523,0.4102012303975831,0.19234014290891557,0.12355368696847019,0.04415138627325373,1.6303519104956543,0.08326083515341624,0.0003531468442773126,0.3340862240038616,0.7408855755820583,0.44266296017384704,3.7564554517947024,0.2502747028214931,0.08026925405923026,1.7775911590236546,0.41499046864172057,0.5044499158124036
New York,12958004.0,0.29026779977983047,0.24502002353968805,7.0422038485196445,2.8352104960326345,2.764017449107079,1.2011675254506167,5.161136504847822,1.733695699723486,1.2967398534756973,1.312015134978444,0.8751813382307272,2.2013788195510715,0.7777250861639073,4.357263452874807,0.8930243406534845,2.6920711814601495,1.8056077351414124,2.9799609003978595,1.4678100684581643
Ohio,11690249.0,0.5645653846200736,0.0810564730440962,2.629714571411086,1.428427460536762,1.5648130540721692,0.5879386592835528,1.3244613129498424,0.7702872336569536,1.4902792918451622,0.0024919235068018818,1.8533048324854302,1.6074906880130437,7.10889067195205,1.0493763887941892,1.4269156668312415,1.212957616895035,0.32293915983064586,3.8468883048794797,0.42782974376160454
Oklahoma,4573845.0,2.2941030895660854,1.7469705605850872,1.5681612847346478,1.091133119489531,0.7277931919205723,0.07786474642520697,0.03797019219499821,5.53247569723207,0.24399621269056057,0.08087062733950458,0.5651437859702817,0.5351029317943986,0.5069040835621507,0.7888779965330097,0.7745974331118346,0.3506498993113743,1.8622111993589694,0.8111617629802488,0.15661865856591903
Oregon,2013941.0,33.648023777333755,0.13361363821424077,0.2966623412052582,0.3768917030606374,0.3106471334735887,0.16635701021426413,0.10419727160487881,2.0820565518212546,0.058940323355820765,0.0007958238744277467,0.20372166171131384,0.09822258239749154,0.29972515456703364,0.4438045498940893,0.4758201773105745,0.479737880985575,3.1876875346197195,0.3192894322587216,0.5983670579205258
Pennsylvania,16311647.0,0.6461231998459057,6.7354598011710625,2.7208396996449387,1.9159376798062313,4.088493512516873,19.512368213212866,1.2584750592832705,1.1681847781118646,4.495911810870801,5.423519808628233,4.656013162755008,1.0664787111269236,0.898745332026476,1.0900383409923502,0.9825064846116236,0.6642163420690691,0.7319954289494639,1.3190303918594892,4.71328920804201
Rhode Island,451722.0,0.07826624420774933,0.0014804835259195654,0.001504057324292393,0.18569107855929587,0.09460962218460492,0.05570649002309549,0.01541284757175403,0.005348421262698204,0.06691154438489637,0.0,0.0810561346171979,0.06746050936170608,0.0236711734946384,0.26934874498837486,0.1399060633448695,0.028634061389549974,0.03272164996959524,0.04771214190985837,0.1512133554230055
South Carolina,11181266.0,0.716831021715835,0.6884248395525979,2.8945323885778773,0.753488087075805,0.3605558791214308,0.27123629581049424,0.019506885208001194,0.4564645800150901,0.4752520333582792,1.0713629692507085,1.2257037047930388,3.1039447769507995,7.44318134720584,0.6069942170169705,0.11360915296896516,0.3168523186548563,3.2678876570942177,0.5338833698277714,4.564508239033316
South Dakota,560012.0,0.4645991537005182,0.08068635216261631,0.17514488221156588,0.1843559903745679,0.1346565195933238,0.04893819254082005,0.21674316897779106,0.008483523112887414,0.012439022607754069,0.007774204473316051,0.028287466403227022,0.06954678829710473,0.03442098251269202,0.07353469089917326,0.21236356267215228,0.07181985889510076,0.39672327250718414,0.0538283735583959,0.08918750185807296
Tennessee,8779358.0,0.2591807401646029,0.09067961596257337,2.0357675204525862,1.1547959074686678,0.4348440380696274,0.37299536107694053,0.09633029732346268,6.333655662077266,0.18175589423952704,0.6585243604920997,1.9275269920388516,1.2588493072410727,5.910949578188848,0.5775984026016425,1.184335988674453,0.0999845094421991,0.7426174896149752,0.3467709617926481,33.338017929390524
Texas,57933708.0,1.323821099457866,6.357936502061573,5.931483446552545,6.213118957956905,18.46582231851422,0.6525248740797549,2.8279364284257866,10.245804483799752,2.0689914454031255,2.8581218626198095,5.237766103310672,2.4101462734523986,7.942919471897217,4.461751800888738,11.796453692918808,9.275088836001935,9.3557541983873,2.3808469514044637,1.1952476574767505
Utah,2695352.0,3.469559673134807,0.6850937516192789,0.05274573444156427,1.609734897014866,0.4054318283351843,0.03296172604019759,0.4556423063399785,0.08310103027154357,0.16635591712853415,0.06223342698024979,8.690307606733281,0.3746007957518016,0.25435758214870663,4.982297036802566,0.2640301568494562,0.42481681241873326,0.3096794062481955,0.44875428136215395,0.18742888648052602
Virginia,93920308.0,0.4096177266947628,6.9253318133702475,6.185980318631951,7.335260577220762,4.8061203253135325,33.445794206923864,26.53161158981917,11.073242228592878,53.386974075524826,1.6208594589462069,10.863511677014227,34.33337458183336,13.253920693749798,17.208449738801708,6.03341552511852,4.361765548060629,6.69810036207682,13.873467621057106,8.700646203990734
Vermont,641641.0,0.03840166187763402,0.01406459349623587,0.012706691187987456,0.03625964155158658,0.16987479962052413,0.03142507617853713,0.041020651610241196,0.0030309456425417283,0.03399447002191784,0.0,0.009688673508138918,0.11977664094612755,0.002772346663978837,0.3229024099600786,0.03267278795523121,0.0384916890810344,0.04754976150265801,0.21071940168309838,0.0625663838792239
Washington,12198054.0,5.712826276977168,2.067865364828153,1.35391091209148,3.5372884592762417,2.8745430456512606,1.341096504074644,1.5507572364122102,0.8513572178793714,0.433904149608216,1.3360738854822376,1.5219868009124655,1.4235441928663382,1.9303874201217617,0.5121915866560162,0.7130754719415981,2.1456769608464414,3.5503346661999613,1.204980660530878,1.4907826068155468
Wisconsin,6309055.0,0.4709384756612705,0.3312581889245027,0.43622848809045917,0.5670310247423218,1.9269849886735146,0.21314858500940584,0.8686584561143247,0.06359778038955255,0.08946904510422748,2.202129216828233,0.9153201284787311,0.22176260211208515,0.14245020694731964,0.9559961365501054,5.202247711925042,0.03285875897161473,6.9074761484835765,0.7628684406874977,0.4217487777258268
West Virginia,558239.0,0.06741625085184638,0.1713659681251897,1.3758494034078828,0.12745170180060944,0.03177286712096332,0.058709408836722037,0.09079130522736359,0.0036767141299561172,0.05707183298227564,0.0,0.13304624870997908,0.17584130445205096,0.06749062016907274,0.5102047727784825,0.2562299827793951,0.16711025991278347,0.06130853806939414,0.3353410809290916,0.3495879807679314
Wyoming,156715.0,0.9179825839320132,0.2942461007765136,0.1052840127004675,0.1213761276880801,0.007478600829765424,0.0008211106131010076,0.005217891105020895,0.056926575289731315,0.026784206765939258,0.0,0.034775417413141475,0.02763235769574821,0.030043043119951568,0.012778825621409905,0.05210630987242987,0.03473640234142128,0.24095681241227,0.03163281798316016,0.03662092879323905
United States,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
