State,Total Funding Received,"Agriculture, Forestry, Fishing and Hunting (State as % of US)","Agriculture, Forestry, Fishing and Hunting (as % of Total Funding Received by State)","Mining, Quarrying, and Oil and Gas Extraction (State as % of US)","Mining, Quarrying, and Oil and Gas Extraction (as % of Total Funding Received by State)",Utilities (State as % of US),Utilities (as % of Total Funding Received by State),Construction (State as % of US),Construction (as % of Total Funding Received by State),Manufacturing (State as % of US),Manufacturing (as % of Total Funding Received by State),Wholesale Trade (State as % of US),Wholesale Trade (as % of Total Funding Received by State),Retail Trade (State as % of US),Retail Trade (as % of Total Funding Received by State),Transportation and Warehousing (State as % of US),Transportation and Warehousing (as % of Total Funding Received by State),Information (State as % of US),Information (as % of Total Funding Received by State),Finance and Insurance (State as % of US),Finance and Insurance (as % of Total Funding Received by State),Real Estate and Rental and Leasing (State as % of US),Real Estate and Rental and Leasing (as % of Total Funding Received by State),"Professional, Scientific, and Technical Services (State as % of US)","Professional, Scientific, and Technical Services (as % of Total Funding Received by State)",Administrative and Support and Waste Management and Remediation Services (State as % of US),Administrative and Support and Waste Management and Remediation Services (as % of Total Funding Received by State),Educational Services (State as % of US),Educational Services (as % of Total Funding Received by State),Health Care and Social Assistance (State as % of US),Health Care and Social Assistance (as % of Total Funding Received by State),"Arts, Entertainment, and Recreation (State as % of US)","Arts, Entertainment, and Recreation (as % of Total Funding Received by State)",Accommodation and Food Services (State as % of US),Accommodation and Food Services (as % of Total Funding Received by State),Other Services (except Public Administration) (State as % of US),Other Services (except Public Administration) (as % of Total Funding Received by State),Public Administration (not covered in economic census) (State as % of US),Public Administration (not covered in economic census) (as % of Total Funding Received by State)
Alaska,4382596.0,0.4531531472942829,0.07949626203282256,4.2079935837454885,0.21548871947129053,10.024314691663768,3.756244016103697,3.183541077645635,20.944298767214683,0.1704102326812441,7.688684971190591,0.37246923557584216,0.7121578169651046,0.04436269826887075,0.012344281790975029,1.1942534192939172,4.949669100231917,0.2988224632162168,0.8169130807402735,0.015641882464061594,0.049879112745048824,0.5771433637238731,0.18865530840625055,0.571796363248102,18.24124331788739,3.7717607581586274,36.96642355352855,3.9690470413086056,3.885299945511747,0.17705579911536654,0.4506005116602123,0.7179810434555336,0.021311569672404208,1.2117198020950666,0.3765348209143622,0.5655418232641253,0.3818741220956711,1.4407463218512984,0.26288072183701167
Alabama,12104077.0,0.5687826386675945,0.03612832271308254,0.6634585394109522,0.012301640182890441,1.371499625201785,0.1860777984145342,8.833259649886923,21.041472224606633,1.7874620622249704,29.20068172071278,0.2726540202236796,0.18875458244358492,0.09421948301466265,0.009492669288207602,2.8188144186870017,4.230054055340196,0.31053264465558755,0.3073757709902209,0.4902578119968802,0.5660489436741025,0.0890007001388411,0.010533640855060655,3.437711060191309,39.708380903393135,0.682897974214773,2.4233652842757034,1.3709397143158832,0.4859106563846215,1.1461018764794622,1.0560987012888303,0.17449860477987808,0.0018754011561558969,1.5662333886006408,0.17622161524583824,1.3470479027711413,0.32933531404335914,0.4524451169566876,0.02989075499106623
Arkansas,574662.0,1.2031190047279325,1.6096418416390854,0.14926703203671524,0.058295136967469574,0.48976475094338934,1.3996053332219636,0.4314634871210388,21.648029624370498,0.10281386354129704,35.37749146454786,0.1632320080806885,2.380181741615071,0.06724105837425881,0.14269257406962702,0.18200852852546004,5.752946949685206,0.044253301490765354,0.9226293020941005,0.0,0.0,0.019894274148682126,0.04959437025590695,0.03331831030369551,8.106156314494434,0.23092151485519494,17.26023297172947,0.08265497282945035,0.6170583751840212,0.18159247292296102,3.5245065795197874,0.08993980951209575,0.020359794105056537,0.12027615051701122,0.2850371174707915,0.09860486617380003,0.5077767452867946,0.24272967717328098,0.337763763742861
Arizona,14743800.0,1.897546287564952,0.0989500671468685,0.5204295325936817,0.007921973982284078,2.7303334455799693,0.30411427176168965,1.4597230050401975,2.8546168558987506,4.2831802120627405,57.44401036367829,0.22675620599072688,0.1288745099635101,0.216155402286032,0.017878701555908247,2.232830638917101,2.750790162644637,2.5706060089840377,2.088911949429591,0.023970862879508847,0.022721415103297657,1.1575675375705112,0.11247439601730898,1.3461890527689424,12.765596386277622,0.3683946419540819,1.073244346776272,4.212886203961984,1.2258576486387498,24.47132956639978,18.512330606763523,0.7902403775934567,0.006972422306325371,1.9098795329349585,0.1764131363691857,1.848452633506866,0.37101018733298063,0.6879216662185568,0.0373105983532061
California,59596506.0,23.190671600538476,0.2991752570192622,22.456445216771375,0.08456703820858223,10.742124822724403,0.29600560811400584,11.687127566075011,5.654234159297862,14.229643835108776,47.21294231577938,1.9089480927465226,0.26840499676272966,4.139671158424034,0.08470798606884772,7.746499886808973,2.3609991498494893,5.873937184182958,1.1808712410086593,19.945868782781048,4.677279235128315,4.813925712686195,0.1157165153272576,11.529310514464235,27.047493354727877,6.514194707430114,4.694990004950961,14.289263967489976,1.0286290944640277,22.015366234200318,4.120197918985385,3.323929370344462,0.0072554589022383285,5.010918842235579,0.11450671285997874,11.772637048260966,0.5845745386482892,12.47963184123153,0.16744941389684825
Colorado,10280514.0,1.7717715764760968,0.1325031024713356,0.2820478545648977,0.0061572796846539,2.378431108678086,0.3799323652494418,2.43892727861766,6.840231918365171,0.8586574147253975,16.515545818039836,0.259132901262178,0.21121512017784325,0.131202065120505,0.015563424163422178,10.546194050820569,18.633397123918126,4.556011767605566,5.309627514733213,0.04077193333953475,0.05542524430198724,0.2034102276114376,0.028344886257632644,2.7352878663959146,37.199122534145665,1.4392551023415714,6.013366646842755,1.7607886766882908,0.7347881633155696,5.15466561038077,5.592405204642492,1.5843243367899944,0.02004763575050819,0.5543129793973857,0.07343018063104627,7.557735210452791,2.175523519543867,0.8147263507387561,0.06337231776543469
Connecticut,13323656.0,0.0055928775354920105,0.0003227342405117634,0.0222786614980172,0.000375272372688097,0.1650817157537646,0.02034726804714862,0.24284149450769593,0.5255164198175035,5.206630776831232,77.27183139522666,0.0646459853613898,0.040657008857028436,0.13366210384151447,0.012233879349631962,2.709879066178433,3.6943463565856103,0.10001646770347818,0.08993777683842932,0.05843166157434902,0.06128948390742001,1.1415823137808685,0.12274408765882278,1.6276841792391916,17.08013175963114,0.17930943413147013,0.5780620574412909,0.2005536904186663,0.06457686989216774,0.22972963037943267,0.1923120801077422,0.5242645306602505,0.005118715163465643,0.46384886618800975,0.047411911565414175,0.7966786582979813,0.1769484291698915,0.2638637912599809,0.015836494127437695
Delaware,434544.0,0.011966156587564301,0.021171618984498694,1.3309272378915473,0.6873872381162782,0.04329513091144471,0.16361979454324532,0.0635456862859551,4.216373946021577,0.04128818573070753,18.787970838396113,0.007816710432289148,0.15073272211789832,0.010742169081741346,0.03014654442357966,0.2716859913552005,11.356502448543761,0.031132556499538815,0.8583710740454361,1.2325388363756056,39.63948414890092,0.25492592698591976,0.8404212231672741,0.025080105420412665,8.06937847490703,0.09508971198880492,9.39927832394418,0.23388606806844467,2.309087227070216,0.028968365755608124,0.7435380536838617,0.21062827184883962,0.06305460436687654,0.39908478514038825,1.250736404138591,0.20721214509175526,1.4111344305754998,0.0008753775065496996,0.0016108840531683787
Florida,20125238.0,1.3426808092763727,0.05129380333290966,0.32214944526132866,0.00359250409858507,2.9798132646294615,0.24315240396163268,5.256957536450068,7.531478633942118,4.919241397025276,48.33313275599524,3.1470195539486676,1.310314938884201,1.1895107228987785,0.07207865069719921,5.638652841799464,5.089152237603352,1.1147041067514496,0.6636095434001824,0.5240388399533462,0.3639012865338537,7.654758256647305,0.5448879660454202,3.106459836941621,21.580882670803696,3.8721655669173476,8.264329594512125,7.739172047048534,1.6497693095604633,4.453875027726608,2.4683683243895054,26.040265360873878,0.16832099078778598,4.041880772410796,0.2735122933701455,6.345314376508387,0.9330374130233888,11.455815320356903,0.45518467905820537
Georgia,6651043.0,0.3868190183849591,0.04471479134926657,12.501448112997371,0.4218436115959557,5.186038142340506,1.2804908944356546,1.4219084314360184,6.164085843378249,1.2905493759203894,38.36831306007193,3.629555232756575,4.5727865539284585,2.889233476534921,0.5297514991257762,2.754957282499258,7.52378236015013,1.2237515197987618,2.204436206471677,0.06661037687920832,0.1399630103128186,4.73281291773613,1.019404024301151,1.1876554641099077,24.965783562066882,1.1577156137800648,7.476646895832728,2.1777697282805177,1.4047270480735128,0.7147054398663887,1.1985338239431018,12.724561255160008,0.24887825864304292,9.001179264332908,1.8430793486074288,0.9553993767415518,0.4250912225345709,1.3947264757926856,0.1676879851776631
Hawaii,1584539.0,0.0200303055922272,0.009718915091392511,0.0222786614980172,0.0031554919127897763,1.6788889653438006,1.7400013505505387,2.217863066294743,40.35697448911008,0.10219789369464946,12.753425444245927,0.013592722415843266,0.07188210577335111,0.14891434391177316,0.11460746627252469,0.13236083009101968,1.5172867313458362,0.12254375188370746,0.9265786452715901,0.0,0.0,0.20857575844302526,0.18857219670831707,0.2056060819724131,18.141680324687496,0.6067242329905612,16.446865618328108,0.03146762924979074,0.08519828164532398,0.870503425547355,6.1274604159317,1.9978937172815114,0.16402246962681258,0.8005927161703132,0.6880865665029388,0.3303837479716391,0.6170248886269128,0.09404055498933915,0.047458598368358244
Iowa,1843994.0,0.5093420564880632,0.21236511615547554,0.029853406407343047,0.0036334174623127843,0.03288237790742637,0.029284260144013488,0.23062277096302722,3.606031256066994,0.7079986749264751,75.92080017613941,0.020383116669236437,0.0926250302332871,0.31111289691699745,0.20574904256738363,0.029261201727550517,0.28823304197302163,0.02821961756700824,0.1833520065683511,0.014511316393923565,0.10997866587418396,0.06045067162371481,0.04696327645317718,0.1853603251199904,14.05405874422585,0.11286024796986817,2.628913109261744,0.31833586123288304,0.7406206310866521,0.16739071143831746,1.0124761794235775,4.410894247695773,0.3111723790858322,0.040826336805530064,0.030151941926058325,0.2565483701136017,0.4117150055802784,0.25798625657314717,0.11187671977240707
Idaho,2325127.0,3.8622071055558087,1.2770915309142252,0.9802611059127568,0.09461848750627386,0.10199626480544288,0.07203907571500395,0.6523716271874958,8.089751656576178,0.1787536403413359,15.201836286792075,0.04431060432838108,0.1596902018685431,0.044690703431672016,0.02343957985950875,0.24654833433017778,1.9260453299970282,0.013062319281978079,0.06730815133969026,0.00039355148011133926,0.0023654621876568463,1.3338936305514624,0.8218475807988121,0.8481030943178187,50.99721434571101,1.0938529683593197,20.207240292680787,0.0207220165948622,0.03823447063321702,0.09674053435562108,0.4640606728148613,0.03459223442772913,0.0019353781535374197,0.594698744223,0.34832505923332363,0.08988654695761071,0.11440235307576746,0.26911605629927904,0.0925540841425006
Illinois,11450793.0,0.2164313539315978,0.014531744657335087,0.9138706946486654,0.01791142325252059,0.5097986441499509,0.07311284030721715,5.607242640577489,14.118891154525281,2.5534625414879457,44.09422998040397,14.795099555056135,10.826787280147322,14.945555243039527,1.5916801569987336,0.5018282332774572,0.7960322049311344,0.6340107571746563,0.6633689037955712,0.15347076628050918,0.18730580493420848,2.492298821770339,0.31180373271964656,1.9014167395001798,23.215937970409563,0.5896288516583266,2.2117594825092026,0.4876083972417574,0.18268603755215904,0.836899762640509,0.8151749839508933,0.20217239232206136,0.002296784161586014,0.30531638208164386,0.03631189560408611,2.986497418634089,0.7718155415087846,0.9789221601815784,0.06836207763078068
Indiana,4009684.0,0.2762621368694193,0.05297175538022448,0.0770841687831395,0.0043145544636435185,0.36493350148001147,0.14946314971454108,0.30009226644974707,2.1579007223511875,1.4780403816480392,72.8893349201583,0.4292746426868289,0.8971031133625493,0.2605181005549027,0.07923317647974254,0.19662536588889312,0.890718570341204,0.3408973204050037,1.0186089477375275,1.6232639013115997,5.657702701759041,0.10624240440103228,0.037958103431592116,0.324291878440316,11.30759930208964,0.11972354419313223,1.282520019033919,0.341808381717727,0.3657146049414368,0.9267366629410951,2.5778590033528825,0.8002336897614674,0.025962145645392502,0.403196790286269,0.13694345988362175,0.586796950345455,0.4330765217408654,0.17557571702796831,0.03501522813269076
Kansas,4024214.0,0.5141545325069748,0.0982303625006026,0.2980884908434701,0.0166243644100438,0.4227212359876923,0.17250573652395226,0.6073881346032343,4.351831189891989,0.2836212424271615,13.93623698938476,0.07119770143364436,0.14825255316938912,5.389534831278244,1.6332381926010893,0.38770128843980484,1.7499566374949247,0.03173350665180873,0.09447807696111589,0.031126344336078655,0.10809564302494848,0.11420011406050512,0.0406539016066243,0.10281591541648082,3.5721012848720273,6.7912618784730014,72.48767088430188,0.3654440676875698,0.38959160720577984,0.29178164504813087,0.8087045072652698,0.22907746354362848,0.0074051727865367,0.38968591623551807,0.13187668449043713,0.2941250017740766,0.21629068434233367,0.1824536831508588,0.03625552716629881
Kentucky,5589249.0,0.2659868502344456,0.03658809976080865,3.048166466158713,0.12239569215828458,2.855956307844822,0.8391288346609715,0.9172678656692331,4.731834276841129,0.22276766964628847,7.88109457996951,0.08186661613053978,0.1227356304934706,0.34407741577852435,0.07507269760212865,1.3207289766386052,4.292115094532378,0.03336942651076573,0.07153018231966406,22.16644365416127,55.42474489864381,0.27405235195693345,0.07024199494422237,0.16759289609536554,4.192244789952997,2.281864400915957,17.536023175922203,2.0225061146265504,1.5524089193378217,1.2605049551057574,2.5153826569544497,0.04689169555758838,0.001091380970860307,1.1927752069586877,0.2906293850927021,0.26482739417548695,0.14021561751856107,0.7305650561804778,0.10452209232403138
Louisiana,2661053.0,0.6525457347805446,0.18853438845449527,11.836207280666578,0.9982514440712005,1.4336716767637894,0.8847625357330351,2.2960483302366863,24.87793366009621,0.4271907660435668,31.743599244359284,0.11106889159284748,0.3497487648686441,0.21672941132093418,0.09932158435025534,1.424186456010972,9.721302055990618,0.04795081423320388,0.21589197960356293,0.0028407261382582126,0.014918906162334985,0.6350810744024912,0.3418947311459035,0.09682072238542709,5.086971210269017,1.4225066108116657,22.961248798877737,0.30873240697294696,0.497735295012914,0.33794633563173543,1.4164693450299561,0.0753341994203879,0.0036827526546821874,0.4830137473143466,0.24719537716836154,0.265334273199684,0.29507116167923,0.1845795999524795,0.0554667644725603
Massachusetts,15483163.0,0.9842163793271639,0.048872442923968445,0.024060954417858573,0.00034876594659631236,2.98291882254294,0.3163823825919807,2.0498876990749317,3.817307871783046,3.829761166744393,48.910245277402296,3.8764200755082294,2.0979175895777886,3.02666763974865,0.23838798312722018,0.806992562865063,0.9467187034070493,1.2090449341279341,0.9355711103732487,1.2008042761157185,1.0838612239630883,0.5335853740088637,0.049369757329300226,4.001126169330858,36.12992384049693,0.41232160027855486,1.1438554254062947,1.6675978753989105,0.4620632102109885,2.836057698600965,2.0429998702461507,5.401000868649442,0.045378324829364644,0.5586452705332243,0.04913724669823601,7.775760774727418,1.486175660619216,3.785007284391394,0.1954833130672331
Maryland,32028627.0,0.481377668810603,0.011555287711833543,0.1581784966359221,0.0011083834470956247,3.043629435086837,0.15605726714417073,7.1141064036134685,6.404258290559879,2.212925280652652,13.662062379383293,2.917602086238246,0.7633171412561643,18.713104544265526,0.7125032240688931,4.4222071545537585,2.5079095647777843,11.397904369967616,4.263642022494439,3.3445364321338364,1.4593476017563913,6.265439876362322,0.2802399241153859,11.753878486492276,51.308268693503464,10.973507350641473,14.716409791777837,5.925541062575594,0.7937055809479439,2.9867093388954506,1.0400820490993885,3.566843727659182,0.0144870399845738,22.915764106013366,0.9743845716521036,8.6834797312595,0.8023103831456777,5.140841988107371,0.12835080317367334
Maine,2568182.0,0.16349411772356878,0.04894512927822094,0.02495210087777926,0.002180530819077464,0.029959499871210687,0.01915752076760915,0.6544803367858943,7.347804789535944,0.9734725758289224,74.95243717150886,0.0036756439895344393,0.011992919504926052,0.013940219419053657,0.006619468557913731,0.0034628966861014634,0.0244920336642808,0.0068358079820703185,0.03189026322900791,2.3122008114315973,12.58232477293276,0.02631628545281811,0.014679644978432212,0.056529477595959346,3.077468808674775,0.07269087448404798,1.2157627457867082,0.007925180699947297,0.013238937115827461,0.12401437175226604,0.5385911123121336,0.02075534065663748,0.0010513273591980631,0.00983944088478602,0.005217698745649646,0.04845763471323826,0.055837164188519355,0.16156967692317312,0.05030796104014435
Michigan,6699526.0,0.4121820676738182,0.04730185389235,0.22144989529029094,0.007418435274376128,0.2706097915196347,0.06633305102480384,1.157830705232607,4.9829644664413575,2.5318879194618114,74.72883902532807,0.3524322022692567,0.44080730487500164,1.7048068336595619,0.3103204614774239,0.33677633717360683,0.9130795223423268,0.3939311713428239,0.7044826753415092,0.012844089214542801,0.02679294027667032,0.9861277575383594,0.21086566422758865,0.5814493249693024,12.13423158593608,0.5543182635245931,3.553937995016364,0.3041637733929773,0.19477497363246293,0.567371130221725,0.9445742877928976,5.886060866958267,0.11429166779858754,0.1928970985397976,0.039211729307416676,1.1186820064028957,0.49413943613324285,0.7174343935822323,0.08563292388148057
Minnesota,5728519.0,0.3981348403753731,0.0534344042500339,0.14703916588691351,0.005760651225910222,0.5175320922874382,0.1483629538454878,1.8676438593422722,9.4002306704403,0.9909442722673303,34.20540282750218,0.2645031603377965,0.3869062841547702,0.8480573484226641,0.1805353181162531,0.19196229197295042,0.6086738998334473,0.833526207728269,1.743295256592498,17.297625095704564,42.199301425028004,0.17164919344424331,0.04292557989246435,0.23549621759251987,5.747593749798159,0.2821052215948354,2.115258760597634,0.13158130897412498,0.09854204900079759,1.1644099553630747,2.2671304747352674,0.2805814570249141,0.006371629386234033,0.2726406269045559,0.0648160545509232,1.3313684449559793,0.6877693868170813,0.2699914338058288,0.037688624232545966
Missouri,14627516.0,0.9768025649196512,0.05134159484084653,1.3990999420754802,0.02146639251667884,2.443586931568727,0.274339129077008,2.642761113827347,5.209237166447126,5.306192845533494,71.72990957589792,1.2055038233857835,0.6905820509784436,0.3061108181842782,0.025520395944191754,0.9071578129555719,1.1264797112510423,0.09149466068309503,0.07494095374771766,6.054460369365953,5.78450230374043,3.637859990380944,0.3562805879002286,0.5795167299359085,5.53910862240725,2.2328574858889185,6.55669766486668,0.3155853573429014,0.09255843575901745,2.487711083094112,1.8968907639547277,3.317779639779532,0.02950603506432671,3.552038159407754,0.3307055005101344,0.8827805085415873,0.1785949165941777,0.5732472128605461,0.031338198502055985
