State,Year,Total Funding Received,"Agriculture, Forestry, Fishing and Hunting","Mining, Quarrying, and Oil and Gas Extraction",Utilities,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing,Information,Finance and Insurance,Real Estate and Rental and Leasing,"Professional, Scientific, and Technical Services",Administrative and Support and Waste Management and Remediation Services,Educational Services,Health Care and Social Assistance,"Arts, Entertainment, and Recreation",Accommodation and Food Services,Other Services (except Public Administration),Public Administration (not covered in economic census)
Alaska,2019,4917285.0,0.07125883490584743,0.5671422339766762,2.3034255691911287,27.77477815501847,7.000529763883932,0.11990356467034145,0.014601553499542938,3.6074175078320656,0.9297203639813434,4.067285097365721e-05,0.0954795176606603,19.20641166822749,33.89535078808733,2.598385084452091,0.729955656424226,0.017387643791238458,0.18617997533191588,0.5459720150448876,0.3360594311698427
Alabama,2019,12503066.0,0.021194801339127538,0.014220511992818402,0.2269283390170059,16.785322896000068,28.264043395435966,0.1392218516642238,0.02723332021121859,0.9734892225634897,0.5605265140566321,0.23139924239382564,0.023474242237863898,47.44175548621434,2.326405379288568,0.7168801636334641,1.273351672301818,0.002823307499136612,0.2072531649437026,0.7307007737142234,0.033775715492503994
Arkansas,2019,698221.0,1.8196244455552038,0.018905189044729393,1.9525336533848163,17.811982166105,43.62973900813639,0.8969939317207589,0.027641677921460394,1.0054123264696992,0.6012423000740453,0.0001432211291267378,0.013892449525293568,8.931556054601623,17.651001616966546,1.5015303177647192,2.876596378510529,0.007447498714590366,0.23617164192999066,0.3760986850868135,0.6414874373586587
Arizona,2019,16404068.0,0.1078330082513679,0.00762006107265588,0.2963411270911581,2.7207580461139274,47.83576854229085,0.09354996577678171,0.04495226427981157,1.1400038088113267,1.6497676064254305,0.6761798353920503,0.09704300177248718,19.954647834915097,1.0058968299814413,1.2369126975089348,22.639463576961518,0.010850966967461973,0.20928345334827922,0.2426410326999376,0.030486340339481645
California,2019,56546762.0,0.09135094242885207,0.0572570362207477,0.45720743479529385,7.944683021814759,46.12841315299362,0.3272512756787029,0.20490121078904572,2.642282152247727,1.636606531068923,4.454930593550166,0.1613213502835052,29.16929531703336,2.9100622949904715,0.7007846001863024,2.110729169603027,0.014283753329677833,0.0980179908444625,0.7490596897484598,0.14156248239289104
Colorado,2019,12215100.0,0.1033638693092975,0.0036512185737325115,0.8452980327627282,6.330328855269298,16.13163216019517,0.11732200309453053,0.006017142716801336,10.600355297950898,4.887810988039394,0.012099778143445407,0.1895932084059893,38.259727714058826,17.039835940761844,0.7319547117911438,3.3138983716875012,0.03513683883062766,0.2755196437196585,1.072205712601616,0.04424851208749826
Connecticut,2019,22712909.0,0.00042266712731513163,0.00717653559920484,0.08887897186573503,0.6834967726943298,87.75138402570978,0.02270955252803593,0.005551908828587302,0.6621256660694586,0.1157491539282793,0.01830676995183664,0.09145900245538782,9.898652788156728,0.3271487593244881,0.049460859461022806,0.1455295752736913,0.0004402782576199288,0.032562979933569935,0.08714867831328871,0.011795054521637894
Delaware,2019,365379.0,0.018884500751274704,0.08101177133880162,1.3892424030937738,7.543947517509217,20.514862649468085,0.2545302275171808,0.034211052085642575,8.654848800834202,1.0372790992366832,35.19441456679229,0.21785597968137196,12.89373499845366,6.220390334419877,2.7078731946827816,0.3462158471067029,0.09387512692300325,1.1155539864086332,1.6610150008621185,0.020252942834700405
Florida,2019,23105454.0,0.0642359159010682,0.002008183868622534,0.6226019190101177,7.012266454491654,48.47001491509321,0.7554147172351602,0.09102179944181145,7.183576656836086,0.4558187863350359,0.3529253309629839,0.35851275633882806,20.821880409707596,6.738859145550656,1.9695739369587806,3.3837551947691655,0.19227927743813214,0.1672765226772865,0.9400291377092178,0.41794893967458935
Georgia,2019,7943731.0,0.06485617400689928,0.2733476246866869,1.0771386896157487,7.708997195398484,45.180923170736776,0.5601272248518989,0.5581004694141833,5.681650096157586,1.6758749761289753,0.046766437584555676,0.5340311750234241,25.894268071262733,5.890242255182105,1.365303029521015,0.7362031770713283,0.3923345339866116,1.2181555493256253,0.9951872740907263,0.14649287595463642
Hawaii,2019,1765720.0,0.00260516956255805,0.007985411050449675,1.7297759554176202,38.2945767165802,13.765829236798584,0.054821829055569406,0.011270190064109824,1.8714745259724077,0.5078947964569693,0.0,0.38318646217973407,24.098101624266587,15.018349455179758,1.4188546315384092,1.5700677344086267,0.1576693926556872,0.5108397707450785,0.5518428742949052,0.044854223772738594
Iowa,2019,2194550.0,0.0960105716433893,0.029208721605796177,0.22410061288191202,5.368754414344626,74.79460481647719,0.07327242487070242,0.00364539427217425,0.02260144448748035,0.135836504066893,0.1258116698184138,0.047298990681460894,13.812945706409058,3.043220705839466,0.446150691485726,1.0070857351165388,0.2942744526212663,0.027613861611719942,0.360438358661229,0.08712492310496457
Idaho,2019,2677660.0,0.42044172897231163,0.02263170081339677,0.1320929468267069,7.813239918436246,15.12832099669114,0.00265156890718015,0.015013108460372116,1.425871843325889,0.06699879745748152,0.00011203812283859787,0.2698251458362899,50.34522680250667,23.442819476707275,0.0583718619989095,0.48146515987840127,0.015461260951726508,0.19812074721958728,0.127611421913163,0.03372347497441796
Illinois,2019,12780106.0,0.01435825336659962,0.008654075326135793,0.16480301493586985,13.059922977164664,35.71023589319212,9.18790501424636,2.007628105744976,1.1449357305800123,0.3829389208508912,0.23034237744193986,0.2842542933524964,33.66899304278071,2.348063466766238,0.18963066503517265,0.6258868275427449,0.003082916526670436,0.019358211895895074,0.9030832764610872,0.04592293678941317
