State,State Expenditure (in thousands),Utilities,Health and Social Services Expenditure,Education Related Expenditure,Public Administration Expenditure,Transportation Expenditure,State Total as % of US Total,Utilities (State as % of US),Utilities (% of Total Expenditure),Health and Social Services Expenditure (State as % of US),Health and Social Services Expenditure (% of Total Expenditure),Education Related Expenditure (State as % of US),Education Related Expenditure (% of Total Expenditure),Public Administration Expenditure (State as % of US),Public Administration Expenditure (% of Total Expenditure),Transportation Expenditure (State as % of US),Transportation Expenditure (% of Total Expenditure)
Mississippi,30180740,856734,10798472,8205500,8205500,1895399,0.790360517412628,0.3560933455902391,2.8386779118073315,1.0603312581828774,35.779348021287745,0.7743008989062063,27.187868819651207,0.7743008989062063,27.187868819651207,0.8176626440525062,6.2801607912860975
Montana,11085571,241629,2858972,3116847,3116847,948614,0.2903042679329408,0.10043079765904456,2.1796712140493257,0.28073021607775783,25.790029219063232,0.29411704757213003,28.116251296392402,0.29411704757213003,28.116251296392402,0.4092258313026567,8.557195655505701
North Carolina,95908259,4856253,30345165,28396439,28396439,6457386,2.5116051232469556,2.018455410667296,5.063435673459572,2.9796740672399777,31.639782972183866,2.6795915231777783,29.607918333706795,2.6795915231777783,29.607918333706795,2.7856737871169277,6.732877926602756
North Dakota,10130128,339470,1808845,2928557,2928557,1501895,0.26528352875165256,0.1410974795298406,3.3510928983325776,0.17761539731804712,17.856092242862083,0.2763493166288542,28.90937804537119,0.2763493166288542,28.90937804537119,0.6479076103708185,14.826021941677341
Nebraska,23569697,4371481,4161890,7372437,7372437,1758835,0.617233305617386,1.81696453563669,18.547039446455337,0.4086672688616256,17.65780018300617,0.6956900367106668,31.279303251119433,0.6956900367106668,31.279303251119433,0.7587498339674601,7.462272425479208
New Hampshire,12978227,172103,2665955,4293397,4293397,815180,0.33986834672769917,0.07153297646190873,1.3260902278870603,0.26177735325969576,20.541750425539636,0.40514059551047593,33.08153725466506,0.40514059551047593,33.08153725466506,0.3516632826010366,6.281135319947786
New Jersey,109679277,3861698,23987479,37815144,37815144,4150931,2.872234747032808,1.6050780761346404,3.5209003064453097,2.3553956327066783,21.870566305793574,3.5683748694738457,34.47792968219511,3.5683748694738457,34.47792968219511,1.7906842921936297,3.7846082811067396
New Mexico,25220942,866008,8236788,6878645,6878645,1054456,0.660475414743107,0.3599479955597791,3.4336861803179275,0.8087925572641784,32.658526394454256,0.6490940231255478,27.27354513562578,0.6490940231255478,27.27354513562578,0.45488537294629233,4.180874766691902
Nevada,27699535,1527573,5904837,7208333,7208333,2505950,0.7253837650995039,0.6349212009834071,5.514796548028694,0.5798119628012933,21.317458939292663,0.6802045849144198,26.023299669109967,0.6802045849144198,26.023299669109967,1.0810503238966456,9.046902772916585
New York,367456796,32972280,101707512,89276123,89276123,18046256,9.622803927715044,13.704614847710172,8.973103874774981,9.98693650042433,27.678767438009228,8.424420485011401,24.295678831314905,8.424420485011401,24.295678831314905,7.785035971955459,4.9111232113393815
Ohio,131656588,4048679,37735712,36987632,36987632,6461620,3.4477673182453836,1.6827949519114962,3.0751814713594126,3.7053719251563284,28.66222843326306,3.4902878198783704,28.094022913612193,3.4902878198783704,28.094022913612193,2.787500306828565,4.907935180577519
Oklahoma,35177555,2872768,9276922,10610866,10610866,2719058,0.9212150056993692,1.1940387193978295,8.166480018295758,0.9109261362463518,26.37170775512966,1.0012800051152646,30.163739350276046,1.0012800051152646,30.163739350276046,1.1729837114043637,7.729525261207039
Oregon,56136292,2544435,16012000,14746267,14746267,2655210,1.4700735896716373,1.0575702280835126,4.5326025452482686,1.5722617149930316,28.523437208855906,1.391511521980492,26.268687287004994,1.391511521980492,26.268687287004994,1.1454401047561253,4.729934780872239
Pennsylvania,152630771,5061151,42252451,44334419,44334419,11887398,3.99703039556513,2.1036193172296,3.3159440700197997,4.148882779910008,27.682786847745138,4.18355742906397,29.046842068300894,4.18355742906397,29.046842068300894,5.1281451977047965,7.788336468535562
Rhode Island,13227466,345400,3559178,3600918,3600918,605442,0.34639531276628555,0.14356222767728208,2.611233323147457,0.3494853426333668,26.90748175047284,0.3397957521525244,27.223037277132295,0.3397957521525244,27.223037277132295,0.26118369089592086,4.577157862284432
South Carolina,51898285,3608213,16278585,15697581,15697581,2910283,1.3590904459409554,1.4997194447427011,6.952470587419218,1.5984384192955183,31.366325496112253,1.4812809797030024,30.24682029473614,1.4812809797030024,30.24682029473614,1.255476916850257,5.607666997088632
South Dakota,8157347,335856,1536294,2597599,2597599,991981,0.21362117017787993,0.13959535477354154,4.11722095431272,0.15085287529187513,18.833255468965586,0.2451189130093063,31.84367417494928,0.2451189130093063,31.84367417494928,0.42793406945442586,12.160583581892496
Tennessee,62774989,9895608,17175438,15154118,15154118,3074610,1.6439249927805624,4.113015427623433,15.763615665468297,1.6865028482161184,27.360320206507723,1.42999782944741,24.14037539695945,1.42999782944741,24.14037539695945,1.3263665022669509,4.897826425744176
Texas,280220497,17965475,66860860,92338397,92338397,24532420,7.338296443312648,7.467178958542325,6.411192326163065,6.565249213684049,23.860089006979386,8.713387825319378,32.95204954261429,8.713387825319378,32.95204954261429,10.583124398718468,8.75468435130211
Utah,32372210,2383302,7405532,10610257,10610257,2654223,0.8477498114820992,0.9905968278741218,7.362185034633101,0.7271692757154494,22.876201532116593,1.001222537654728,32.775819136228264,1.001222537654728,32.775819136228264,1.1450143194572624,8.19907877775413
Virginia,86678064,3374721,21007702,27643968,27643968,7052692,2.269888661158238,1.4026707138080632,3.8933968345209,2.062803245976926,24.236468871755143,2.608585615956908,31.892692019517188,2.608585615956908,31.892692019517188,3.0424848743762967,8.136651506198847
Vermont,8260042,274749,2229055,2986730,2986730,691416,0.2163105036182028,0.11419681092097733,3.326242166807384,0.21887695710178567,26.98600079757464,0.28183873301933265,36.15877497959453,0.28183873301933265,36.15877497959453,0.2982723082054004,8.370611190596852
Washington,96185374,9974291,24158866,27282471,27282471,5613794,2.5188620942417956,4.1457192688519555,10.369862469942676,2.372224587150065,25.116985041821433,2.5744734409460133,28.36446942546587,2.5744734409460133,28.36446942546587,2.4217537548590533,5.8364320546281805
Wisconsin,62705356,2410827,16655155,19523202,19523202,4963723,1.6421014730819403,1.0020373325551213,3.844690715096171,1.6354148490990987,26.56097670508401,1.8422805262479371,31.13482363452334,1.8422805262479371,31.13482363452334,2.1413174073238608,7.915947403280829
West Virginia,18192604,342201,5272296,5207637,5207637,1381793,0.47642025710844216,0.1422325937272542,1.8809896593143016,0.5177010461473208,28.980436225622235,0.4914116154137128,28.625022564114516,0.4914116154137128,28.625022564114516,0.5960963986544494,7.5953557830423835
Wyoming,10141890,298341,2738606,2782832,2782832,828638,0.26559154705755916,0.1240026015271222,2.9416706353549484,0.26891115202661797,27.002915630124168,0.2625981742861442,27.43898819648014,0.2625981742861442,27.43898819648014,0.3574689751563553,8.170449492155802
United States,3818604211,240592533,1018405514,1059730140,1059730140,231806970,100.0,100.0,6.300535999696985,100.0,26.669574999848027,100.0,27.75176691387145,100.0,27.75176691387145,100.0,6.070463373298784
