State,Total Funding Received,"Agriculture, Forestry, Fishing and Hunting (State as % of US)","Mining, Quarrying, and Oil and Gas Extraction (State as % of US)",Utilities (State as % of US),Construction (State as % of US),Manufacturing (State as % of US),Wholesale Trade (State as % of US),Retail Trade (State as % of US),Transportation and Warehousing (State as % of US),Information (State as % of US),Finance and Insurance (State as % of US),Real Estate and Rental and Leasing (State as % of US),"Professional, Scientific, and Technical Services (State as % of US)",Administrative and Support and Waste Management and Remediation Services (State as % of US),Educational Services (State as % of US),Health Care and Social Assistance (State as % of US),"Arts, Entertainment, and Recreation (State as % of US)",Accommodation and Food Services (State as % of US),Other Services (except Public Administration) (State as % of US),Public Administration (not covered in economic census) (State as % of US)
South Carolina,9605473.0,0.6020026112180774,0.007442229692015728,2.2896030849388938,0.7650099865443678,0.3152970788625509,0.391696759805257,0.024745325687233175,0.6053331211091446,0.6258907994982574,1.258743426387572,0.6943211261170045,1.7759170669237292,8.42576656534775,0.32486893889696344,0.10880872728658214,0.15397364270630062,3.071195061154551,0.5411421086002715,3.308038382561726
South Dakota,610569.0,0.20889744618807884,0.10832578773934004,0.37445103083928366,0.15410684642938596,0.1383477392239753,0.06395063941935691,0.03751426598847449,0.01735818154619392,0.045534526204021236,0.006055186532557704,0.04268112217081795,0.06706627646487727,0.02155858389183906,0.04449785532445596,0.16577866589194806,0.06148253094175199,0.21165137103204057,0.04862651289105807,0.27076044123162607
Tennessee,10077987.0,0.17953394329491015,0.3535059103707471,0.3330193960682389,0.8790262639473939,0.37116248923306616,0.35854281030022345,0.51463232496865,8.738228017937612,0.40559832037178717,0.6058165256140208,1.7701761764568436,1.275961150656953,7.435374448324687,2.266536531701371,1.0802573081749367,0.1160148627335668,0.6255503708097092,0.4282629158215735,29.47555363745502
Texas,67670625.0,1.2415986344447099,3.1695629343884764,3.591011154204503,5.928867184126635,19.953657426855393,0.4324447117455935,3.104085356403139,14.360142526525536,3.419194042930108,2.4677142434137513,7.166793879257079,3.0685920683350103,8.346004342801072,3.398766946699007,9.473593911836751,5.945628057419337,9.854517389870423,4.079594927375402,1.2834147669764742
Utah,3130874.0,2.4004917624705984,0.8579237006073687,0.029456881794535473,0.8094092364832897,0.6079905730828461,0.021802837937460233,0.1755949445563806,0.10806137218793083,0.12439768356240673,0.0747752704320308,0.5570353754848357,0.3608587846712491,0.31635075834899745,6.57932575154456,0.20286468981886868,0.37424149268892515,0.1899555941855318,0.3910249653178548,0.12758793720275863
Virginia,108544419.0,0.3845704444658941,11.551994310828857,6.845516591853934,7.344582558016803,5.486727695184173,24.588175869843294,24.903484423654064,12.367544771702335,52.849072254248185,1.706841192563635,13.449953528461869,35.94808651436772,14.771969287961307,19.11232616538759,3.56038870189958,2.9864471116576223,4.635843438438065,10.919353616980928,12.341949372421482
Vermont,760577.0,0.0425719990042826,0.011163344538023591,0.0,0.03492153587590409,0.21475351840175855,0.01384618018050951,0.017260084820988265,0.0006434675840077818,0.022915540126357634,0.0,0.07383522594513763,0.0849431262330472,0.003738056512380795,0.6753165769430189,0.04015904410248874,0.05399770108797348,0.029890466553239625,0.3657582478352462,0.07004492122943394
Washington,11347256.0,3.9381639174367393,1.0092490376783552,0.8688516969791286,3.270800872143446,2.169088515991504,1.048001348497548,2.314788722471926,0.6384691278152093,0.5954805297776323,0.7828876798270552,1.3309033132389365,1.3849129644074323,2.295546743801094,0.4931737522330009,0.36935774785495257,2.072763238792804,4.491227315990594,0.8256707730820999,1.471628381722557
Wisconsin,6795001.0,0.5040565323633556,0.47010084221232684,0.294669870713089,0.45892756839823357,2.0121513455154503,0.35348739511645444,1.2797120031561298,0.04344178353153336,0.07826330939625437,1.7641955842936188,0.5202735330311385,0.20104706441342993,0.29676803133901875,0.6212618450134078,2.931213334957158,0.016573551819080972,6.290499063320098,0.8238962761519796,0.22743192027552145
West Virginia,544657.0,0.07244352097864795,0.22368034796558384,0.9007843715831533,0.08013500656543326,0.05005931202574054,0.007216840900789399,0.03478435461372635,0.015216721426616021,0.10664487982922262,0.0,0.08702379654293295,0.13882395462936362,0.08139584967196806,0.14445586560869303,0.11164361674743832,0.00641556844609586,0.033853472231084876,0.39833483326879815,0.34046284450883785
Wyoming,158891.0,0.632890171354836,0.2522088951183108,0.10762119763698208,0.12938036924380528,0.008829416404464784,0.0002683649380193043,0.0038747129189973654,0.09393082404311995,0.009159476185800009,0.0,0.03748877154176467,0.013534773779678155,0.03618748790614873,0.016302907149970746,0.018268027685757266,0.4357240236306771,0.05481038361223265,0.028683286198810398,0.16937512737386348
United States,0.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
