State,Year,Total Funding Received,"Agriculture, Forestry, Fishing and Hunting","Mining, Quarrying, and Oil and Gas Extraction",Utilities,Construction,Manufacturing,Wholesale Trade,Retail Trade,Transportation and Warehousing,Information,Finance and Insurance,Real Estate and Rental and Leasing,"Professional, Scientific, and Technical Services",Administrative and Support and Waste Management and Remediation Services,Educational Services,Health Care and Social Assistance,"Arts, Entertainment, and Recreation",Accommodation and Food Services,Other Services (except Public Administration),Public Administration (not covered in economic census)
Alaska,2019,4917285.0,0.7223267827804222,12.970619834518555,4.893583377041729,3.58763857930915,0.1486470532005064,0.07245196954215541,0.05936356961908101,1.0357984515488452,0.360906978016465,1.587676203281933e-05,0.44613756050651576,0.5653609653115524,3.996463266527036,2.649183204796355,0.3104710590009188,0.3919141914191419,0.8728141511250769,0.8660942815904882,2.0375676928691915
Alabama,2019,12503066.0,0.5462802438265179,0.8269421280039441,1.2258368897710255,5.512884964561639,1.5259869949330689,0.21390288904686214,0.28152222082586464,0.7107242601133074,0.5532612319340271,0.22967323956676447,0.2788953653006654,3.550843085438938,0.6974486364393846,1.8584299053949038,1.3770957920938953,0.1618078474514118,2.4704787654947156,2.9473078394646324,0.5207048936149226
Arkansas,2019,698221.0,2.6190530180437395,0.061392778906929485,0.5890048397507628,0.3266915224749068,0.13154536164310726,0.07696178514968102,0.015957059800115088,0.04099119512632207,0.03314057120355929,7.938381016409666e-06,0.00921732553123153,0.037331396920016684,0.29551026671765956,0.21737525803463242,0.17372851228710798,0.023835716905023834,0.15721141837304772,0.08471574415974306,0.5522702388115647
Arizona,2019,16404068.0,3.6464721634140664,0.5813710123762261,2.1002496347072603,1.1723956262785789,3.3884753780226706,0.18857664935446353,0.609675435057247,1.0919715707960274,2.1364458418885293,0.8805331607211765,1.5126866508420074,1.9595206064857233,0.39565377417417275,4.207011575377628,32.12306362122358,0.815914924825816,3.273029232362099,1.284059697178314,0.6166339505015931
California,2019,56546762.0,10.648548028340606,15.058439414164058,11.169878621712257,11.800951407922858,11.263575477046578,2.2739547089172083,9.579610019379974,8.724497068107688,7.305830238016088,19.9977264476769,8.668277006288687,9.87388091412488,3.945666182713645,8.216282990904409,10.323798462124243,3.7023285661899523,5.284172270918462,13.664494683167632,9.870212178304744
Colorado,2019,12215100.0,2.6027676824730626,0.20743317721583746,4.461021471695537,2.0312155145887294,0.8508937911674893,0.17610399855980818,0.060769113746552285,7.560855137058031,4.713342348179199,0.011732927142253486,2.200660226575165,2.797648240521613,4.9908296697170496,1.8538062233516264,3.5013496071581858,1.9673634030069675,3.208581131197648,4.225173544686103,0.6664480108900441
Connecticut,2019,22712909.0,0.019789774870696497,0.7581078001385988,0.8721661189795825,0.40779503672235784,8.606503571554246,0.06338318502347992,0.10425830263184002,0.8781458479568839,0.20754302452157544,0.033007788266231394,1.973933023301779,1.345869831245947,0.17816744454821526,0.2329257581801851,0.28590601170714797,0.04583791712504584,0.7051156156986422,0.6385618583008202,0.33032640539767405
Delaware,2019,365379.0,0.014223900688313106,0.13766865573069034,0.2193052568455125,0.07240606531876084,0.03236772785748834,0.011428143092639845,0.01033488329022998,0.18465307172075257,0.029919667665909887,1.0208202300431681,0.07563908374082781,0.028201780576294955,0.054496866693921495,0.20514219792013097,0.01094182564317608,0.15722405573890724,0.38859535554186936,0.19578821451084563,0.009124357595904397
Florida,2019,23105454.0,3.059581652404973,0.21580491979405514,6.2151610960423955,4.256039236921398,4.836015423148699,2.1448289802962837,1.7388234438146137,9.691895112290474,0.8314273031414151,0.6473352799831262,7.871405955722628,2.879974620253216,3.7334573787649727,9.435608074317292,6.762584526684301,20.364411441144114,3.6847915828491784,7.006888880429502,11.907163360525564
Georgia,2019,7943731.0,1.0620512513940452,10.0991121301899,3.6967798073259015,1.6086261461338487,1.549814240626578,0.5467690611903333,3.665493726312447,2.635436047341677,1.0509539834721862,0.029491085475961906,4.0311070483082885,1.2313524398506084,1.121935780113487,2.248726725048082,0.5058496816317972,14.285845251191787,9.22551687186459,2.5503439278554785,1.4348668830208036
Hawaii,2019,1765720.0,0.009482600458875405,0.06557865019603831,1.3195903191159355,1.7761997974500479,0.10496009898219329,0.01189509947707029,0.016453134198046126,0.192956416374546,0.07079672285696038,0.0,0.6429322117970364,0.254717553100473,0.6358495293746695,0.5194489068620417,0.23979465004408734,1.2761276127612762,0.8599435983777384,0.3143450918098006,0.09765528670211192
Iowa,2019,2194550.0,0.43434432971414083,0.2981270551465287,0.21247897028491536,0.3094936372027428,0.7087870424899697,0.019759628056951476,0.006614325305747188,0.0028962439861332976,0.023533121190521734,0.021917869986307088,0.09863488558163225,0.18146212454954136,0.16013609829961048,0.20300659590014175,0.19116623599986923,2.9602126879354604,0.057774481221386856,0.2551795644720364,0.23575367193742172
Idaho,2019,2677660.0,2.320763390565637,0.28184866679999443,0.15281376939767094,0.549565293044137,0.1749227028716553,0.0008724711393305688,0.033236984661379615,0.22294071651324457,0.0141625023199584,2.3815143049228995e-05,0.6865482161149258,0.806989602186501,1.5051354568920146,0.032407242303331786,0.11151147525045536,0.18976897689768976,0.5057650542565301,0.11023370060694669,0.11134182309596852
Illinois,2019,12780106.0,0.37827330091383404,0.5143970717504849,0.9099699211347881,4.384375861765883,1.9707302933998485,14.429247198722505,21.2135467996587,0.8544153327156625,0.3863505370896121,0.23369006036106774,3.452030947408031,2.575839449396077,0.7195394333793309,0.5024884947032923,0.6918780168948707,0.1806013934726806,0.23586479627345064,3.72333115468269,0.7236601990589582
